committee_name,person_name,end_date,source_url,organization_id,role,start_date
Premier and Royal Household Committee,Lungelwa Lynette Zwane,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1900,za.org.pa.www/core_organisation/738,Committee Member,
Community Safety and Liason Committee,L.N. Mkhize,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1901,za.org.pa.www/core_organisation/734,Committee Member,
Health Committee,L.N. Mkhize,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1901,za.org.pa.www/core_organisation/744,Alternate Member,
Loc Gvt & Traditional Affairs,L.N. Mkhize,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1901,za.org.pa.www/core_organisation/741,Alternate Member,
Premier and Royal Household Committee,L.N. Mkhize,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1901,za.org.pa.www/core_organisation/738,Committee Member,
International Relations and Cooperation,Loretta Jacobus,2013-08-01,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/664,za.org.pa.www/core_organisation/186,Member,
Ad Hoc Committee on General Intelligence Laws Amendment Bill (NA),Loretta Jacobus,2013-08-01,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/664,za.org.pa.www/core_organisation/145,Member,
Standing Committee on Auditor General,Lorraine Mmakgosi Mashiane,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/750,za.org.pa.www/core_organisation/240,Member,
Higher Education,Lourens Lemmer Bosman,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/566,za.org.pa.www/core_organisation/181,Member,
Economic Development and Tourism Committee,Lionel Percival Hercules Mbeki Mtshali,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1902,za.org.pa.www/core_organisation/739,Alternate Member,
Finance Committee,Lionel Percival Hercules Mbeki Mtshali,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1902,za.org.pa.www/core_organisation/740,Committee Member,
SCOPA Committee,Lionel Percival Hercules Mbeki Mtshali,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1902,za.org.pa.www/core_organisation/736,Committee Member,
Community Safety and Liason Committee,Lionel Percival Hercules Mbeki Mtshali,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1902,za.org.pa.www/core_organisation/734,Alternate Member,
Agriculture and Rural Development Committee,L.S. Gabela,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1903,za.org.pa.www/core_organisation/733,Alternate Member,
Community Safety and Liason Committee,L.S. Gabela,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1903,za.org.pa.www/core_organisation/734,Committee Member,
Conservation and Environment Committee,L.S. Gabela,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1903,za.org.pa.www/core_organisation/735,Alternate Member,
Economic Development and Tourism Committee,L.S. Gabela,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1903,za.org.pa.www/core_organisation/739,Committee Member,
Finance Committee,L.S. Gabela,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1903,za.org.pa.www/core_organisation/740,Alternate Member,
Loc Gvt & Traditional Affairs,L.S. Gabela,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1903,za.org.pa.www/core_organisation/741,Alternate Member,
PMLPPP Committee,L.S. Gabela,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1903,za.org.pa.www/core_organisation/745,Committee Member,
Premier and Royal Household Committee,L.S. Gabela,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1903,za.org.pa.www/core_organisation/738,Alternate Member,
Public Works Committee,L.S. Gabela,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1903,za.org.pa.www/core_organisation/752,Committee Member,
Quality of Life Committee,L.S. Gabela,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1903,za.org.pa.www/core_organisation/746,Alternate Member,
SCOPA Committee,L.S. Gabela,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1903,za.org.pa.www/core_organisation/736,Alternate Member,
Transport Committee,L.S. Gabela,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1903,za.org.pa.www/core_organisation/737,Committee Member,
Portfolio Committee On International Relations and Co-operation,Lulama Smuts Ngonyama,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/852,za.org.pa.www/core_organisation/127,Member,
Economic Development,Lulama Smuts Ngonyama,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/852,za.org.pa.www/core_organisation/175,Member,
International Relations and Cooperation,Lulama Smuts Ngonyama,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/852,za.org.pa.www/core_organisation/186,Member,
Standing Committee on Appropriations,Lumka Elizabeth Yengeni,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1008,za.org.pa.www/core_organisation/136,Member,
Standing Committee on Auditor General,Lumka Elizabeth Yengeni,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1008,za.org.pa.www/core_organisation/240,Member,
Health,Lusizo Sharon Makhubela-Mashele,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/728,za.org.pa.www/core_organisation/180,Member,
Labour,Lusizo Sharon Makhubela-Mashele,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/728,za.org.pa.www/core_organisation/194,Member,
Portfolio Committee On Justice and Constitutional Development,Luwellyn Tyrone Landers,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/691,za.org.pa.www/core_organisation/131,Member,
Ethics and Members' Interest,Luwellyn Tyrone Landers,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/691,za.org.pa.www/core_organisation/177,Member,
Ad Hoc Committee on Code of Judicial Conduct and Regulations,Luwellyn Tyrone Landers,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/691,za.org.pa.www/core_organisation/140,Chairperson,
Ad Hoc Committee on President’s Submission in response to Public Protector’s Report,Luwellyn Tyrone Landers,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/691,za.org.pa.www/core_organisation/778,Member,
Justice and Constitutional Development,Luwellyn Tyrone Landers,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/691,za.org.pa.www/core_organisation/193,Chairperson,
Basic Education,Luzelle Henrietta Adams,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/543,za.org.pa.www/core_organisation/165,Alternate Member,
Justice and Constitutional Development,Luzelle Henrietta Adams,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/543,za.org.pa.www/core_organisation/193,Alternate Member,
Science and Technology,Luzelle Henrietta Adams,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/543,za.org.pa.www/core_organisation/237,Alternate Member,
Constitutional Review Committee,Luzelle Henrietta Adams,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/543,za.org.pa.www/core_organisation/170,Alternate Member,
Private Members' Legislative Proposals and Special Petitions,Luzelle Henrietta Adams,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/543,za.org.pa.www/core_organisation/222,Alternate Member,
Education Committee,Linda Xolelwa Hlobisile Hlongwa,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1904,za.org.pa.www/core_organisation/750,Chair,
Education Committee,Linda Xolelwa Hlobisile Hlongwa,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1904,za.org.pa.www/core_organisation/750,Committee Member,
Finance Committee,Linda Xolelwa Hlobisile Hlongwa,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1904,za.org.pa.www/core_organisation/740,Alternate Member,
Community Safety and Liason Committee,Linda Xolelwa Hlobisile Hlongwa,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1904,za.org.pa.www/core_organisation/734,Committee Member,
Works Committee,Linda Xolelwa Hlobisile Hlongwa,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1904,za.org.pa.www/core_organisation/751,Alternate Member,
Transport Committee,Linda Xolelwa Hlobisile Hlongwa,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1904,za.org.pa.www/core_organisation/737,Committee Member,
Budget Committee,Lynne Brown,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1431,za.org.pa.www/core_organisation/693,Committee Member,
Disabled and Youth Committee,Lynne Brown,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1431,za.org.pa.www/core_organisation/685,Committee Member,
Gender Committee,Lynne Brown,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1431,za.org.pa.www/core_organisation/680,Committee Member,
Standing Committee on Premier,Lynne Brown,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1431,za.org.pa.www/core_organisation/683,Committee Member,
Police,Maapi Angelina Molebatsi,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/805,za.org.pa.www/core_organisation/216,Member,
Private Members' Legislative Proposals and Special Petitions,Maapi Angelina Molebatsi,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/805,za.org.pa.www/core_organisation/222,Member,
NCOP Appropriations,Mafemane Wilson Makhubela,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1043,za.org.pa.www/core_organisation/198,Member,
NCOP Finance,Mafemane Wilson Makhubela,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1043,za.org.pa.www/core_organisation/202,Member,
NCOP Land and Environmental Affairs,Mafemane Wilson Makhubela,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1043,za.org.pa.www/core_organisation/204,Member,
NCOP Security and Constitutional Development,Mafemane Wilson Makhubela,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1043,za.org.pa.www/core_organisation/208,Member,
Portfolio Committee On Home Affairs,Maggie Margaret Maunye,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/762,za.org.pa.www/core_organisation/129,Member,
Home Affairs,Maggie Margaret Maunye,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/762,za.org.pa.www/core_organisation/182,Chairperson,
Ad Hoc Committee on Code of Judicial Conduct and Regulations,Makgathatso Charlotte Chana Pilane-Majake,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/891,za.org.pa.www/core_organisation/140,Member,
Public Enterprises,Makgathatso Charlotte Chana Pilane-Majake,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/891,za.org.pa.www/core_organisation/227,Member,
Justice and Constitutional Development,Makgathatso Charlotte Chana Pilane-Majake,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/891,za.org.pa.www/core_organisation/193,Member,
Human Settlements,Makhosazana Abigail Alicia Njobe,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/859,za.org.pa.www/core_organisation/183,Member,
Tourism,Makhosazana Abigail Alicia Njobe,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/859,za.org.pa.www/core_organisation/243,Member,
AdHoc Committee on 1913 Land Act,Makhosazana Abigail Alicia Njobe,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/859,za.org.pa.www/core_organisation/153,Member,
Arts and Culture Committee,Makhosi Mdlalose,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1920,za.org.pa.www/core_organisation/742,Alternate Member,
Education Committee,Makhosi Mdlalose,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1920,za.org.pa.www/core_organisation/750,Alternate Member,
Health Committee,Makhosi Mdlalose,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1920,za.org.pa.www/core_organisation/744,Committee Member,
Premier and Royal Household Committee,Makhosi Mdlalose,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1920,za.org.pa.www/core_organisation/738,Committee Member,
Quality of Life Committee,Makhosi Mdlalose,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1920,za.org.pa.www/core_organisation/746,Committee Member,
Social Development Committee,Makhosi Mdlalose,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1920,za.org.pa.www/core_organisation/747,Committee Member,
Select Committee On Labour And Public Enterprises,Malesane Priscilla Themba,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1069,za.org.pa.www/core_organisation/88,Member,
NCOP Labour and Public Enterprises,Malesane Priscilla Themba,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1069,za.org.pa.www/core_organisation/203,Chairperson,
NCOP Public Services,Malesane Priscilla Themba,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1069,za.org.pa.www/core_organisation/206,Member,
"NCOP Women, Children and People with Disabilities",Malesane Priscilla Themba,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1069,za.org.pa.www/core_organisation/211,Member,
Portfolio Committee On Defence and Military Veterans,Malusi Stanley Motimele,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/817,za.org.pa.www/core_organisation/115,Member,
Defence and Military Veterans,Malusi Stanley Motimele,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/817,za.org.pa.www/core_organisation/174,Chairperson,
Labour,Mamagase Elleck Nchabeleng,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/837,za.org.pa.www/core_organisation/194,Chairperson,
Ad Hoc Committee on Coordinated Oversight on Service Delivery,Mamagase Elleck Nchabeleng,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/837,za.org.pa.www/core_organisation/143,Member,
Portfolio Committee On Labour,Mamagase Elleck Nchabeleng,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/837,za.org.pa.www/core_organisation/130,Member,
Select Committee On Education And Recreation,Mamosoeu Wendy Makgate,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1042,za.org.pa.www/core_organisation/109,Member,
NCOP Education and Recreation,Mamosoeu Wendy Makgate,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1042,za.org.pa.www/core_organisation/201,Chairperson,
NCOP Social Services,Mamosoeu Wendy Makgate,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1042,za.org.pa.www/core_organisation/209,Member,
"NCOP Women, Children and People with Disabilities",Mamosoeu Wendy Makgate,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1042,za.org.pa.www/core_organisation/211,Member,
Public Works,Manana Catherine Mabuza,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/710,za.org.pa.www/core_organisation/230,Chairperson,
AdHoc Committee on 1913 Land Act,Manana Catherine Mabuza,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/710,za.org.pa.www/core_organisation/153,Member,
Portfolio Committee On Public Works,Manana Catherine Mabuza,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/710,za.org.pa.www/core_organisation/96,Member,
"Women, Youth, Children and People with Disability",Manana Florence Tlake,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/972,za.org.pa.www/core_organisation/247,Member,
Defence and Military Veterans,Mangaqa Albert Mncwango,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/794,za.org.pa.www/core_organisation/174,Member,
Labour,Mangaqa Albert Mncwango,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/794,za.org.pa.www/core_organisation/194,Member,
Police,Mangaqa Albert Mncwango,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/794,za.org.pa.www/core_organisation/216,Member,
International Relations and Cooperation,Mangaqa Albert Mncwango,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/794,za.org.pa.www/core_organisation/186,Member,
Communications,Mangaqa Albert Mncwango,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/794,za.org.pa.www/core_organisation/169,Member,
Public Service and Administration,Mankwana Christinah Mohale,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/801,za.org.pa.www/core_organisation/229,Member,
Home Affairs,Manuel Simão Franca De Freitas,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/592,za.org.pa.www/core_organisation/182,Member,
Social Development,Mapule Veronica Mafolo,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/718,za.org.pa.www/core_organisation/238,Member,
Defence,Mapule Veronica Mafolo,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/718,za.org.pa.www/core_organisation/173,Member,
Communications,Marian Robin Shinn,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/927,za.org.pa.www/core_organisation/169,Member,
Finance Standing Committee,Mario Gaspare Oriani-Ambrosini,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/884,za.org.pa.www/core_organisation/178,Alternate Member,
Justice and Constitutional Development,Mario Gaspare Oriani-Ambrosini,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/884,za.org.pa.www/core_organisation/193,Alternate Member,
Private Members' Legislative Proposals and Special Petitions,Mario Gaspare Oriani-Ambrosini,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/884,za.org.pa.www/core_organisation/222,Alternate Member,
Rules of the National Assembly,Mario Gaspare Oriani-Ambrosini,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/884,za.org.pa.www/core_organisation/235,Alternate Member,
Trade and Industry,Mario Gaspare Oriani-Ambrosini,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/884,za.org.pa.www/core_organisation/244,Alternate Member,
Constitutional Review Committee,Mario Gaspare Oriani-Ambrosini,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/884,za.org.pa.www/core_organisation/170,Alternate Member,
Joint Committe on Delegated Legislation,Mario Gaspare Oriani-Ambrosini,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/884,za.org.pa.www/core_organisation/187,Alternate Member,
Public Enterprises,Mario Gaspare Oriani-Ambrosini,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/884,za.org.pa.www/core_organisation/227,Alternate Member,
Standing Committee On Finance,Mario Gaspare Oriani-Ambrosini,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/884,za.org.pa.www/core_organisation/118,Member,
Portfolio Committee On Justice and Constitutional Development,Mario Gaspare Oriani-Ambrosini,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/884,za.org.pa.www/core_organisation/131,Member,
Economic Development,Mario Gaspare Oriani-Ambrosini,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/884,za.org.pa.www/core_organisation/175,Alternate Member,
Standing Committee On Finance,Marius Swart,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/963,za.org.pa.www/core_organisation/118,Member,
Standing Committee on Appropriations,Marius Swart,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/963,za.org.pa.www/core_organisation/136,Member,
Economic Development and Tourism Committee,Mark Harvey Steele,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1921,za.org.pa.www/core_organisation/739,Alternate Member,
Health Committee,Mark Harvey Steele,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1921,za.org.pa.www/core_organisation/744,Alternate Member,
PMLPPP Committee,Mark Harvey Steele,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1921,za.org.pa.www/core_organisation/745,Committee Member,
Agriculture and Rural Development Committee,Mark Harvey Steele,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1921,za.org.pa.www/core_organisation/733,Committee Member,
SCOPA Committee,Mark Harvey Steele,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1921,za.org.pa.www/core_organisation/736,Committee Member,
Budget Committee,Mark Geoffry Edington Wiley,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1447,za.org.pa.www/core_organisation/693,Committee Member,
Chairpersons’ Forum,Mark Geoffry Edington Wiley,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1447,za.org.pa.www/core_organisation/694,Committee Member,
Cultural Affairs and Sport,Mark Geoffry Edington Wiley,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1447,za.org.pa.www/core_organisation/684,Committee Member,
Gender Committee,Mark Geoffry Edington Wiley,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1447,za.org.pa.www/core_organisation/680,Committee Member,
Public Accounts Committee,Mark Geoffry Edington Wiley,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1447,za.org.pa.www/core_organisation/686,Committee Member,
Standing Committee on Community Safety,Mark Geoffry Edington Wiley,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1447,za.org.pa.www/core_organisation/682,Committee Member,
Standing Committee on Education,Mark Geoffry Edington Wiley,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1447,za.org.pa.www/core_organisation/689,Committee Member,
Disabled and Youth Committee,Mark Geoffry Edington Wiley,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1447,za.org.pa.www/core_organisation/685,Alternate Member,
Petitions Committee,Mark Geoffry Edington Wiley,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1447,za.org.pa.www/core_organisation/691,Alternate Member,
Rules Committee,Mark Geoffry Edington Wiley,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1447,za.org.pa.www/core_organisation/681,Alternate Member,
Standing Committee on Community Safety,Mark Geoffry Edington Wiley,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1447,za.org.pa.www/core_organisation/682,Alternate Member,
Standing Committee on Premier,Mark Geoffry Edington Wiley,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1447,za.org.pa.www/core_organisation/683,Committee Member,
"Agriculture, Forestry and Fisheries",Maropeng Elizabeth Pilusa-Mosoane,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/893,za.org.pa.www/core_organisation/155,Member,
Private Members' Legislative Proposals and Special Petitions,Maropeng Elizabeth Pilusa-Mosoane,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/893,za.org.pa.www/core_organisation/222,Member,
Water Affairs and Environmental Affairs,Marta Wenger,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1001,za.org.pa.www/core_organisation/246,Member,
Ad Hoc Committee on Coordinated Oversight on Service Delivery,Marta Wenger,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1001,za.org.pa.www/core_organisation/143,Member,
Science and Technology,Mary-Ann Lindelwa Dunjwa,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/617,za.org.pa.www/core_organisation/237,Member,
NCOP Appropriations,Masefako Clarah Digkale,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1027,za.org.pa.www/core_organisation/198,Member,
NCOP Economic Development,Masefako Clarah Digkale,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1027,za.org.pa.www/core_organisation/200,Member,
NCOP Finance,Masefako Clarah Digkale,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1027,za.org.pa.www/core_organisation/202,Member,
NCOP Trade and International Relations,Masefako Clarah Digkale,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1027,za.org.pa.www/core_organisation/210,Member,
Defence,Masefako Clarah Digkale,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1027,za.org.pa.www/core_organisation/173,Member,
Ad Hoc Committee on General Intelligence Laws Amendment Bill (NCOP),Masefako Clarah Digkale,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1027,za.org.pa.www/core_organisation/146,Member,
Portfolio Committee On Communications,Masefele Rosalia Morutoa,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/813,za.org.pa.www/core_organisation/113,Member,
Arts and Culture,Masefele Rosalia Morutoa,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/813,za.org.pa.www/core_organisation/164,Alternate Member,
Communications,Masefele Rosalia Morutoa,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/813,za.org.pa.www/core_organisation/169,Alternate Member,
Home Affairs,Masizole Mnqasela,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/797,za.org.pa.www/core_organisation/182,Member,
Select Committee on Co-operative Governance and Traditional Affairs,Matome Humphrey Mokgobi,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1054,za.org.pa.www/core_organisation/120,Member,
NCOP Co-operative Governance and Traditional Affairs,Matome Humphrey Mokgobi,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1054,za.org.pa.www/core_organisation/199,Chairperson,
NCOP Land and Environmental Affairs,Matome Humphrey Mokgobi,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1054,za.org.pa.www/core_organisation/204,Member,
NCOP Petitions and Private Members Legislative Proposals,Matome Humphrey Mokgobi,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1054,za.org.pa.www/core_organisation/205,Member,
