Status,TelephoneNumber,AlphaCode,Branches,RoleDescription,CustomerAlphaCode,FaxNumber,MasterID,EmailAddress,RegistrationNumber,LongName,PostalAddress,source_url,NatureOfBusiness,PhysicalAddress,Website
Current,,E&Y,,Audit Firm,E&Y,,3680,,908201,ERNST & YOUNG INC,,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=1220,,,
Current,+27 11 459 1860,GRIND,,Sponsor,GRIND,+27 11 459 1872,2632,yaronz@grindrodbank.co.za,2008/12000/06,GRINDROD BANK LIMITED,PO Box 78011     SANDTON 2146,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=1220,,4th Floor Grindrod Tower 8A Protea Place   SANDTON 2146,http://www.grindrodbank.co.za
Current,+27 86 154 6572,LINK,,Transfer Secretary,LINK,+27 86 674 4381,857,info@linkmarketservices.co.za,2000/0072369/07,Link Market Services SA (Pty) Ltd,P O Box 4844     JOHANNESBURG 2000,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=1220,,,
Current,+27 11 408 0408,JDGI,,Interest Rate Issuer,JDG,+27 11 408 0604,3650,info@jdg.co.za,1981/009108/06,JD GROUP LIMITED,,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=3650,"JD Group provides value conscious mass-market customers in southern Africa the opportunity and means to create a comfortable lifestyle, through its diversified retail and consumer finance businesses.",,http://www.jdgroup.co.za
Current,+27 011 3707865,CSIS,,Transfer Secretary,CSIS,+27 011 8386496,843,,2004/003647/07,Computershare Investor Services (Pty) Ltd,P O BOX 62053     Marshalltown 2107,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=3650,,,
Current,+27 21 808 0900,KAP,,Equity Issuer,KAP,+27 21 808 0901,1837,info@kap.co.za,1978/000181/06,KAP INDUSTRIAL HOLDINGS LIMITED,PO Box 18     STELLENBOSCH 7599,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=1837,"The group, through its four main operating divisions, delivers and
manufactures products to a wide customer base.",28 6th Street Wynberg    SANDTON 2090,http://www.kapinternational.com
Current,,D&T,,Audit Firm,D&T,,3679,,926973,DELOITTE & TOUCHE,,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=1837,,,
Current,+27 21 887 9602,SPPSG,,Sponsor,SPPSG,+27 21 887 9624,788,riaanvh@psgcapital.com,2006/015817/07,PSG Capital Ltd,PO Box 987     PARKLANDS 2121,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=1837,,1st Floor OU Kollege 35 Kerk Street    StellenBosch 7600,http://www.psgcapital.com
Current,+27 011 3707865,CSIS,,Transfer Secretary,CSIS,+27 011 8386496,843,,2004/003647/07,Computershare Investor Services (Pty) Ltd,P O BOX 62053     Marshalltown 2107,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=1837,,,
Current,+27 21 704 7060,KDV,,Equity Issuer,KDV,+27 86 519 2014,2531,,2006/038698/06,KAYDAV GROUP LIMITED,PO Box 272     OTTERY 7808,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=2531,"The KayDav Group is South Africa’s Leading upgrader and distributor of wood-based panels. 
Wood-based panels are manufactured through the compression of wood waste into solid panels which have a variety of applications in the construction, furniture manufacturing and shopfitting industries. 
KayDav has a comprehensive geographical footprint in South Africa operating under the trading names Davidson’s Discount Boards and Kayreed Board and Timber.",105 Bamboesvlei Road     OTTERY 7800,http://www.kaydav.co.za
Current,,PKF,,Audit Firm,PKF,,3668,,4720239187,PKF SOUTH AFRICA,,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=2531,,,
Current,+27 86 154 6572,LINK,,Transfer Secretary,LINK,+27 86 674 4381,857,info@linkmarketservices.co.za,2000/0072369/07,Link Market Services SA (Pty) Ltd,P O Box 4844     JOHANNESBURG 2000,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=2531,,,
Current,+27 11 317 1700,KEH,,Equity Issuer,KEH,+27 11 463 4759,2560,info@keatonenergy.co.za,2006/011090/06,KEATON ENERGY HOLDINGS LIMITED,Postnet Suite 464 Private Bag X51    BRYANSTON 2021,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=2560,"Keaton Energy holds interest in subsidiaries that develop and operate coal mines in South Africa. The mines produce
thermal coal for supply to Eskom, South Africa’s power utility, and metallurgical coal of varying quality for sale to domestic
and export customers.","Ground Floor Eland House, The Braes 3 Eaton Road   BRYANSTON 2191",http://www.keatonenergy.co.za
Current,,KPMGI,,Audit Firm,KPMGI,,3676,,4620207565,KPMG INCORPORATED,,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=2560,,,
Current,+27 11 286 7000,SPINV,,Sponsor,INLP,+27 11 286 7966,783,rsmith@investec.co.za,1969/004763/06,Investec Bank Ltd ( Trading as Investec Securities and Investec Corporate Finance ),PO Box 785700     SANDTON 2146,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=2560,,100 Grayston Drive Sandown    SANDTON 2196,http://www.investec.co.za
Current,+27 011 3707865,CSIS,,Transfer Secretary,CSIS,+27 011 8386496,843,,2004/003647/07,Computershare Investor Services (Pty) Ltd,P O BOX 62053     Marshalltown 2107,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=2560,,,
Current,,KCF01,,Interest Rate Issuer,KCF01,,2911,,2010/001174/07,KELLY CORPORATE FINANCE (PTY) LTD,,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=2911,,,
Current,+264 061 0227647,TRSC,,Transfer Secretary,TRSC,+264 061 0248531,854,,,Transfer Secretaries,P O Box 2410 Windhoek     ,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=2911,,,
Current,+27 11 722 8000,KEL,,Equity Issuer,KEL,+27 11 722 8167,2459,kellygroup@dpapr.com,1999/026249/06,KELLY GROUP LIMITED,Private Bag X44     BENMORE 2010,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=2459,"Kelly Group Ltd is an investment holding company
whose subsidiaries operate mainly in South Africa.
The Company and its subsidiaries provide
recruitment, outsourcing, staffi ng solutions, skills
development and value-added services.",6 Protea Place Corner Fredman Drive    SANDTON 2196,http://www.kellygroup.co.za
Current,,GT,,Audit Firm,GT,,3682,,903485,GRANT THORNTON,,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=2459,,,
Current,+27 21 887 9602,SPPSG,,Sponsor,SPPSG,+27 21 887 9624,788,riaanvh@psgcapital.com,2006/015817/07,PSG Capital Ltd,PO Box 987     PARKLANDS 2121,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=2459,,1st Floor OU Kollege 35 Kerk Street    StellenBosch 7600,http://www.psgcapital.com
Current,+27 011 3707865,CSIS,,Transfer Secretary,CSIS,+27 011 8386496,843,,2004/003647/07,Computershare Investor Services (Pty) Ltd,P O BOX 62053     Marshalltown 2107,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=2459,,,
Current,+353 091 384562,KBO,,Equity Issuer,KBO,+353 091 755066,3044,info@kibomining.com,451931,KIBO MINING PLC,PO Box 2579     BROOKLYN SQUARE 0075,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=3044,Kibo is an Irish registered company established in 2008 to focus on exploration and development of gold and nickel deposits in Tanzania. Its shares are quoted on the Alternative Investment Market (AIM) of the London Stock Exchange and on the AltX board of the JSE in South Africa.,,http://www.kibomining.com
Current,+27 12 346 8540,DARIV,,Designated Advisor,SPRIV,+27 12 346 8118,43,andrew@rivergroup.co.za,2000/025913/07,River Sponsors (Pty) Ltd,PO Box 1666     GROENKLOOF 0027,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=3044,,2nd Floor 225 Veale Street Brooklyn   Pretoria 0181,http://www.rivergroup.ca
Current,+27 011 3707865,CSIS,,Transfer Secretary,CSIS,+27 011 8386496,843,,2004/003647/07,Computershare Investor Services (Pty) Ltd,P O BOX 62053     Marshalltown 2107,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=3044,,,
Current,+27 33 395 6911,HLM,,Equity Issuer,HLM,+27 33 394 6335,2468,hulamin@hulamin.co.za,1940/013924/06,HULAMIN LIMITED,PO Box 74     PIETERMARITZBURG 3200,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=2468,,Moses Mabhida Road     PIETERMARITZBURG 3201,http://www.hulamin.co.za
Current,,PWCIA,,Audit Firm,PWCIA,,3688,,901121,PRICEWATERHOUSECOOPERS INC,,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=2468,,,
Current,+27 11 282 8000,SPRAN,,Sponsor,RANM,+27 11 282 8008,785,sponsorteam@rmb.co.za,1929/001225/06,Rand Merchant Bank Corporate Finance Division,P O Box 786273     SANDTON 2146,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=2468,,1 Merchant Place Cnr Fredman Drive & Rivonia Road Sandton   Johannesburg 2196,http://www.rmb.co.za
Current,+27 011 3707865,CSIS,,Transfer Secretary,CSIS,+27 011 8386496,843,,2004/003647/07,Computershare Investor Services (Pty) Ltd,P O BOX 62053     Marshalltown 2107,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=2468,,,
Current,+27 12 683 7000,KIO,,Equity Issuer,KIO,+27 12 683 7009,2329,,2005/015852/06,KUMBA IRON ORE LIMITED,P O Box 9229     Pretoria 0001,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=2329,"Kumba, a member of the Anglo American Group, is a
leading supplier of high-quality iron ore to the global
steel industry and operates primarily in South Africa.
We focus on creating and sharing value.",Roger Dyason Road     Pretoria West 0183,http://www.kumba.co.za
Current,,D&T,,Audit Firm,D&T,,3679,,926973,DELOITTE & TOUCHE,,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=2329,,,
Current,+27 11 282 8000,SPRAN,,Sponsor,RANM,+27 11 282 8008,785,sponsorteam@rmb.co.za,1929/001225/06,Rand Merchant Bank Corporate Finance Division,P O Box 786273     SANDTON 2146,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=2329,,1 Merchant Place Cnr Fredman Drive & Rivonia Road Sandton   Johannesburg 2196,http://www.rmb.co.za
Current,+27 011 3707865,CSIS,,Transfer Secretary,CSIS,+27 011 8386496,843,,2004/003647/07,Computershare Investor Services (Pty) Ltd,P O BOX 62053     Marshalltown 2107,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=2329,,,
Current,+26 34 781985,HWHWA,,Equity Issuer,HWHWA,+26 34 781988,1632,tkncube@hre.hwangecolliery.co.zw,1953/000010/10,HWANGE COLLIERY COMPANY LIMITED,P O Box 2870     HARARE 0,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=1632,,"7th Floor, Coal House 17 Nelson Mandela Avenue    HARARE 0",http://www.hwangecolliery.co.zw
Current,+27 011 3707865,CSIS,,Transfer Secretary,CSIS,+27 011 8386496,843,,2004/003647/07,Computershare Investor Services (Pty) Ltd,P O BOX 62053     Marshalltown 2107,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=1632,,,
Current,+27 11 325 4340,HYPI,,Interest Rate Issuer,HYP,+27 11 447 0092,3634,,1987/005284/06,HYPROP INVESTMENTS LIMITED,,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=3634,,,http://www.hyprop.co.za
Current,+27 11 721 8110,DSTSB,,Debt Sponsor,STD,+27 11 378 7009,3521,marita.koti@standardbank.co.za,1962/000738/06,THE STANDARD BANK OF SA LTD,PO Box 613444 Marshalltown    Johannesburg 2107,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=3634,,3rd Floor East Wing 30 Baker Street Rosebank  Johannesburg 2196,http://www.standardbank.co.za
Current,+264 061 0227647,TRSC,,Transfer Secretary,TRSC,+264 061 0248531,854,,,Transfer Secretaries,P O Box 2410 Windhoek     ,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=3634,,,
Current,+27 11 675 6841,LAB,,Equity Issuer,LAB,+27 11 675 1019,1687,labatafrica@mwebbiz.co.za,1986/001616/06,LABAT AFRICA LIMITED,Private Bag X09-248     WELTEVREDEN PARK 1715,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=1687,"The group is an investment operating company which,through its subsidiaries,is engaged in two main businesses,traffic control technology and the manufacturing of integrated circuits.",23 Kroton Avenue     WELTEVREDEN PARK 1709,http://www.labatafrica.co.za
Current,,NSTA,,Audit Firm,NSTA,,3677,,921297,NEXIA SAB & T,,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=1687,,,
Current,+27 011 3707865,CSIS,,Transfer Secretary,CSIS,+27 011 8386496,843,,2004/003647/07,Computershare Investor Services (Pty) Ltd,P O BOX 62053     Marshalltown 2107,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=1687,,,
Current,,BIIKHA,,Interest Rate Issuer,BIIKHA,,2918,,2005/034766/06,IKHAYA RMBS 1 LTD,,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=2918,,,
Current,+264 061 0227647,TRSC,,Transfer Secretary,TRSC,+264 061 0248531,854,,,Transfer Secretaries,P O Box 2410 Windhoek     ,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=2918,,,
Current,,BILAB,,Interest Rate Issuer,BILAB,,3075,,2011/000029/00,LEBOWA ADMINISTRATION BOARD,,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=3075,,,
Current,+264 061 0227647,TRSC,,Transfer Secretary,TRSC,+264 061 0248531,854,,,Transfer Secretaries,P O Box 2410 Windhoek     ,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=3075,,,
Current,,BILB,,Interest Rate Issuer,BILB,,2928,,www.dbsa.org,LAND & AGRICULTURAL DEV BANK OF SA,,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=2928,,,
Current,+264 061 0227647,TRSC,,Transfer Secretary,TRSC,+264 061 0248531,854,,,Transfer Secretaries,P O Box 2410 Windhoek     ,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=2928,,,
Current,+27 21 460 4400,LEW,,Equity Issuer,LEW2,+27 21 460 4509,2272,csi@lewisgroup.co.za,2004/009817/06,LEWIS GROUP LIMITED,PO Box 43 Woodstock    CAPE TOWN 7915,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=2272,"Lewis Group Limited is a holding company listed on
the JSE Limited, operating through two main trading
subsidiaries, Lewis Stores Proprietary Limited and
Monarch Insurance Company Limited. Lewis Stores
Proprietary Limited offers a selected range of furniture
and appliances through 477 Lewis, 129 Best Home and
Electric and 13 My Home stores. Sales are mainly on credit.
Monarch Insurance Company Limited, a registered shortterm
insurer, underwrites customer protection insurance
benefits to South African customers. In addition, there are
also trading subsidiaries in Botswana, Lesotho, Namibia
and Swaziland operating under the Lewis brand.",Universal House 53A Victoria Road Woodstock   CAPE TOWN 7925,http://www.lewisgroup.co.za
Current,,PWCIA,,Audit Firm,PWCIA,,3688,,901121,PRICEWATERHOUSECOOPERS INC,,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=2272,,,
Current,+27 11 322 7000,SPUBS,,Sponsor,UBW,+27 11 322 7113,795,Yvette.Labuschagne@ubs.com,1995/011140/07,UBS Corporate Finance (South Africa) (Pty) Ltd,PO Box 652863     Benmore 2010,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=2272,,64 Wierda Road East Wierda Valley    Sandton 2196,http://www.ubs.com
Current,+27 011 3707865,CSIS,,Transfer Secretary,CSIS,+27 011 8386496,843,,2004/003647/07,Computershare Investor Services (Pty) Ltd,P O BOX 62053     Marshalltown 2107,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=2272,,,
Current,+27 21 460 4661,LEWI,,Interest Rate Issuer,LEW2,+27 11 4604509,3832,,2004/009817/06,LEWIS GROUP LIMITED,PO Box 43     WOODSTOCK 7915,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=3832,,"Universal House, 53A Victoria Road     WOODSTOCK 7925",http://www.lewisgroup.co.za
Current,+27 11 8956000,DSACL,,Debt Sponsor,ABCAP1,+27 11 8957829,3503,debtsponsor1@barclayscapital.com,1986/004794/06,ABSA CAPITAL,Private Bag X10056     Sandton 2146,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=3832,,15 Alice Lane     Sandton 2196,http://www.absacapital.com
Current,+27 11 408 2995,LBH,,Equity Issuer,LBH,+27 11 408 2020,1240,info@liberty.co.za,1968/002095/06,LIBERTY HOLDINGS LIMITED,PO Box 10499     JOHANNESBURG 2000,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=1240,"Liberty is a progressive financial services group that offers a comprehensive range of financial product and service to both the individual and corporate markets,distributing tailored risk,insurance,investment,retirement and health product through its network of licensed financial advisers.It is through the prudent taking and management of the risk inherent in the production,distribution and maintenace of these products and service that the group generates returns to shareholders.",1 Ameshoff Street     BRAAMFONTEIN 2001,http://www.liberty.co.za
Current,,PWCIA,,Audit Firm,PWCIA,,3688,,901121,PRICEWATERHOUSECOOPERS INC,,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=1240,,,
Current,+27 11 305 5555,SPMLY,,Sponsor,DW,+27 11 305 5600,806,julia.benadie@baml.com,1995/001805/07,Merrill Lynch SA (Pty) Limited,PO Box 651987 Benmore    Johannesburg 2010,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=1240,,138 West Street Sandown    Sandton 2196,http://www.ml.com
Current,+27 011 3707865,CSIS,,Transfer Secretary,CSIS,+27 011 8386496,843,,2004/003647/07,Computershare Investor Services (Pty) Ltd,P O BOX 62053     Marshalltown 2107,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=1240,,,
Current,+27 12 621 3300,ILE,,Equity Issuer,ILE,+27 12 621 3338,2505,customercare@placecol.com,2003/025374/06,IMBALIE BEAUTY LIMITED,PO Box 8833     CENTURION 0046,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=2505,,Imbalie Beauty Boulevard Samrand Avenue Kosmosdal Extension 4   CENTURION 0157,http://www.placecol.com
Current,,NSTA,,Audit Firm,NSTA,,3677,,921297,NEXIA SAB & T,,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=2505,,,
Current,+27 11 459 1860,GRIND,,Designated Advisor,GRIND,+27 11 459 1872,2633,yaronz@grindrodbank.co.za,2008/12000/06,GRINDROD BANK LIMITED,PO Box 78011     SANDTON 2146,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=2505,,4th Floor Grindrod Tower 8A Protea Place   SANDTON 2146,http://www.grindrodbank.co.za
Current,+27 011 3707865,CSIS,,Transfer Secretary,CSIS,+27 011 8386496,843,,2004/003647/07,Computershare Investor Services (Pty) Ltd,P O BOX 62053     Marshalltown 2107,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=2505,,,
Current,+27 11 731 9000,IMPCB,,Debt Issuer,IMPO,+27 11 731 9254,3756,investor@implats.co.za,1957/001979/06,IMPALA PLATINUM HOLDINGS LIMITED,,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=3756,,,http://www.implats.co.za
Current,+27 11 721 8110,DSSBC,,Debt Sponsor,SCIB,+27 0865 876 949,3518,marita.koti@standardbank.co.za,1962/000738/06,STANDARD BANK OF SOUTH AFRICA LTD,PO Box 61344     Marshalltown 2107,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=3756,,"3rd Floor, East, 30 Baker Rosebank   Johannesburg 2000",www.standardbank.co.za
Current,+27 011 3707865,CSIS,,Transfer Secretary,CSIS,+27 011 8386496,843,,2004/003647/07,Computershare Investor Services (Pty) Ltd,P O BOX 62053     Marshalltown 2107,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=3756,,,
Current,,BIICL,,Interest Rate Issuer,BIICL,,2920,,2003/008195/06,IMPERIAL CAPITAL LTD,,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=2920,,,
Current,,BILION,,Interest Rate Issuer,BILION,,3072,,2011/000026/00,LION OF AFRICA INSURANCE CO LTD,,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=3072,,,
Current,+264 061 0227647,TRSC,,Transfer Secretary,TRSC,+264 061 0248531,854,,,Transfer Secretaries,P O Box 2410 Windhoek     ,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=3072,,,
Current,+27 11 219 9000,LHC,,Equity Issuer,LHC,+27 11 219 9001,2717,general.information@lifehealthcare.co.za,2003/002733/06,LIFE HEALTHCARE GROUP HOLDINGS LTD,Private Bag X13     NORTHLANDS 2116,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=2717,"Life Healthcare offers world-class facilities, expertise and a unique focus on health and care which gives
added impetus to life. Our name, Life Healthcare, embodies our beliefs.",Oxford Manor 21 Chaplin Road    ILLOVO 2196,http://www.lifehealthcare.co.za
Current,,PWCIA,,Audit Firm,PWCIA,,3688,,901121,PRICEWATERHOUSECOOPERS INC,,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=2717,,,
Current,+27 011 3707865,CSIS,,Transfer Secretary,CSIS,+27 011 8386496,843,,2004/003647/07,Computershare Investor Services (Pty) Ltd,P O BOX 62053     Marshalltown 2107,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=2717,,,
Current,,IN02,,Interest Rate Issuer,IN02,,2893,,1940/014201/06,INDUSTRIAL DEVELOPMENT CORP OF SA ,,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=2893,,,http://www.idc.co.za
Current,+27 11 294 4481,DSNCL,,Debt Sponsor,NED2,+27 11 295 4481,3511,BruceS@nedbankcapital.co.za,1966/010630/06,Nedbank Capital a division of Nedbanl Limited,PO Box 1144     Johannesburg 2000,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=2893,,"4th Floor, Block F 135 Rivonia Road    Sandown 2196",www.nedbankcapital.co.za
Current,+264 061 0227647,TRSC,,Transfer Secretary,TRSC,+264 061 0248531,854,,,Transfer Secretaries,P O Box 2410 Windhoek     ,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=2893,,,
Current,+27 11 516 1700,LHG,,Equity Issuer,LHG,+27 11 516 1745,2330,,2006/006371/06,LITHA HEALTHCARE GROUP LIMITED,PO Box 8356     MIDRAND 1685,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=2330,"Litha Healthcare Group Limited is a diversified
healthcare business providing services, products
and solutions to public and private hospitals and
government healthcare programmes in Southern
Africa. It has three divisions – Litha Biotech
(vaccines), Litha Medical (medical devices and
equipment) and Litha Pharma (pharmaceuticals
and complementary medicines).","106, 16th Road     MIDRAND 1686",http://www.lithahealthcare.co.za
Current,,KPMGI,,Audit Firm,KPMGI,,3676,,4620207565,KPMG INCORPORATED,,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=2330,,,
Current,+27 11 550 5000,ONE1,,Sponsor,ONE1,+27 11 550 5002,2855,info@onecapital.co.za,2000/023249/07,ONE CAPITAL (Pty) Ltd,PO Box 784573 Sandton    Johannesburg 2146,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=2330,,17 Fricker Road Illovo    Johannesburg 2196,http://www.onecapital.co.za
Current,+27 011 3707865,CSIS,,Transfer Secretary,CSIS,+27 011 8386496,843,,2004/003647/07,Computershare Investor Services (Pty) Ltd,P O BOX 62053     Marshalltown 2107,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=2330,,,
Current,+27 11 6020914,INFR,,Interest Rate Issuer,INFR,+27 11 6020941,2713,helen.burger@inca.co.za,199600148206,INFRASTRUCTURE FINANCE CORP LTD ,,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=2713,,,http://www.inca.co.za
Current,,STRA,,Transfer Secretary,STRA,,859,,1998/022242/06,Strate,,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=2713,,,
Current,+27 11 8132600,MAQP1,,Equity Issuer,MAQP1,+27 11 8132489,3720,Fatima.Newman@macquarie.com,2006/023546/06,Macquarie Securities SA (Pty) Ltd,,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=3720,,,http://www.macquarie.com
Current,,BIMS,,Interest Rate Issuer,MAQP1,,2972,,2006/023546/06,MACQUARIE SEC SOUTH AFRICA LTD,,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=2972,,,http://www.macquarie.com
Current,+264 061 0227647,TRSC,,Transfer Secretary,TRSC,+264 061 0248531,854,,,Transfer Secretaries,P O Box 2410 Windhoek     ,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=2972,,,
Current,+27 11 2867957,BIINLP,,Interest Rate Issuer,INLP,+27 286 291186,2798,investorrelations@investec.com,1969/004763/06,INVESTEC BANK LIMITED,,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=2798,,,http://www.investec.co.za
Current,+27 011 3707865,CSIS,,Transfer Secretary,CSIS,+27 011 8386496,843,,2004/003647/07,Computershare Investor Services (Pty) Ltd,P O BOX 62053     Marshalltown 2107,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=2798,,,
Current,+27 11 282 8362,BIIIPL,,Interest Rate Issuer,IIPL,+27 11 282 4195,2874,gideon.vos@rmb.co.za,2008/003346/07,INGUZA INVESTMENTS (RF) LIMITED,,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=2874,,,http://www.iNguza.co.za
Current,+27 11 282 4874,DSRMB,,Debt Sponsor,RANM,+27 11 282 4833,3514,DebtSponsorTeam@rmb.co.za,1929/001225/06,RAND MERCHANT BANK,P O Box 786273     SANDTON 2146,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=2874,,1 Merchant Place Cnr Fredman Drive & Rivonia Road Sandton   Johannesburg 2196,www.rmb.co.za
Current,+264 061 0227647,TRSC,,Transfer Secretary,TRSC,+264 061 0248531,854,,,Transfer Secretaries,P O Box 2410 Windhoek     ,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=2874,,,
Current,+27 11 517 0000,MSM,,Equity Issuer,MSM,+27 11 517 0020,2205,info@massmart.co.za,1940/014066/06,MASSMART HOLDINGS LIMITED,Private Bag X4     SUNNINGHILL 2157,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=2205,"Massmart is a South African-based, globally competitive, regional management group, invested in a portfolio of diff erentiated, complementary, focused wholesale and retail formats, each reliant on high volumes and operational excellence as the foundation of price leadership, in the distribution of mainly branded consumer goods for cash.",Massmart House 16 Peltier Drive Sunninghill Extension 6   SUNNINGHILL 2191,http://www.massmart.co.za
Current,,E&Y,,Audit Firm,E&Y,,3680,,908201,ERNST & YOUNG INC,,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=2205,,,
Current,+27 11 775 7000,SPDEU,,Sponsor,SPDEU,+27 11 775 7449,800,gail.bruce@db.com ,1995/011798/07,Deutsche Securities SA (Pty) Ltd,Private Bag X9933     SANDTON 2196,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=2205,,3 Exchange Square 87 Maude Street    Johannesburg 2196,http://www.db.co.za
