entity_id,alias,canonical
o96kewmfhghxpnh,Zanele Florence Coka,Zanele Florence Coka
dmvu57lmbfetjae,Zanele Ntshungulwane,Zanele Ntshungulwane
fov1kcqn3bjvc1p,Zanoxolo Goodman Wayile,Zanoxolo Goodman Wayile
k295lto9qbbt7cx,Zeblon Mzwehlane Buthelezi,Zeblon Mzwehlane Buthelezi
lfinnm93p9egn66,Zelda Zonke Qaba,Zelda Zonke Qaba
tcsco9l8bx0euz0,Zanele Lento,Zanele Lento
ll5g3ykqd5sieig,Zanele Prisca Glorian Mthimunye,Zanele Prisca Glorian Mthimunye
qxs73bp2wg8c1sa,Zanoxolo Shelford Twalo,Zanoxolo Shelford Twalo
cjb8r8vcle56dft,Zelandra Breydenbach,Zelandra Breydenbach
8q786t54yrasjj8,Zelda Lungisa Ngxiki,Zelda Lungisa Ngxiki
dijuy3dn81h6k52,Zenaye Jantjie Mnguni,Zenaye Jantjie Mnguni
m4zyj9dexxtmhaa,Zibuse Comfort Ngidi,Zibuse Comfort Ngidi
jd3mp5qi913nvt8,Zanele Nxumalo,Zanele Nxumalo
hji8wadmnprzylb,Zane Walton De Lange,Zane Walton De Lange
nhq40un8fxtt1ty,Zekhethelo Exquisite Mkhize,Zekhethelo Exquisite Mkhize
lrxkbo7ebrhcrvl,Zelda Jongbloed,Zelda Jongbloed
gvjpatn3rorr200,Zeli Pius Maramani,Zeli Pius Maramani
yevmpm41g1ll2yp,Zephroma Sizani Dlamini-Dubazana,Zephroma Sizani Dlamini-Dubazana
cu9yslmqzb4avcw,Zibuse Michael Mlaba,Zibuse Michael Mlaba
bzpn36hwxka38hd,Zanele Sthandiwe Tembe,Zanele Sthandiwe Tembe
cay0l1fcgoy4h2c,Zimisele Mlumiso,Zimisele Mlumiso
mocl4g06rbx0z9p,Zininze Nkibi,Zininze Nkibi
byqlr9wpyhedwr8,Zithulele Gregory Mthembu,Zithulele Gregory Mthembu
ivsv9yb2hza5inm,Zizipo Robin Sidinana,Zizipo Robin Sidinana
e5qhdia1qbdp728,Zodwa Eunice Maroloma,Zodwa Eunice Maroloma
cq76wskaqo52zjn,Zodwa Mdiko,Zodwa Mdiko
eqg5cft1kmb3ca4,Zelani Nelly Mahlangu,Zelani Nelly Mahlangu
bhzst64yfe4bovt,Zithulele Nyangana Absalom Cindi,Zithulele Nyangana Absalom Cindi
ifc9l6e96u5mkg2,Z. Mlaba,Z. Mlaba
i0k5otwguzmof2z,Zoliswa Kosi,Zoliswa Kosi
gfsh09xl67dvcji,Zongamele Patrick Tshikana,Zongamele Patrick Tshikana
govfm15pwtgq0r0,Zwelifile Christopher Ntuli,Zwelifile Christopher Ntuli
j28yd3r6oj4rui0,Zwelombango Eric Khoza,Zwelombango Eric Khoza
hrcagto2r5zd9tu,Zenzele James Mathebula,Zenzele James Mathebula
fmgkx01c7fyhd3q,Zibia Nomaxegwazana Mbalekwa,Zibia Nomaxegwazana Mbalekwa
fcizwl9i7450738,Zibuzele Shumane,Zibuzele Shumane
n0m58kqdytl0tqh,Zola Mtengwane,Zola Mtengwane
lvrnodaxzzw2hmg,Zolisa Ngxabatye,Zolisa Ngxabatye
cfiajvee6mx68zx,Zothile Purity Mkhize,Zothile Purity Mkhize
i90t5f9zxbjvvuy,Zibusi Phillip Makhoba,Zibusi Phillip Makhoba
cmziobhqkh646l3,Zipho Simphiwe Yeni,Zipho Simphiwe Yeni
ehlq58prg0s0rtr,Zodwa Mavis Dhlangalala,Zodwa Mavis Dhlangalala
kenl19gw242gfld,Zoleka Capa,Zoleka Capa
gi4z6ym6rc2bx09,Zukiswa Junior Kuze,Zukiswa Junior Kuze
e0ia07poz3z3gry,Zola Mlenzana,Zola Mlenzana
ckucqh3d5uu8jg6,Zibuyisile Fortunate Khuzwayo,Zibuyisile Fortunate Khuzwayo
h4fsnm89l2perw7,Zimela Mbali,Zimela Mbali
ehxn81coi9613p2,Zola Goso,Zola Goso
i5n4zc5sctir0m3,Zolane Raymond Qwabe,Zolane Raymond Qwabe
j7w8qrh7pg8y9cl,Zoleka Mgobozi,Zoleka Mgobozi
g1jpz1otzne09ya,Zolisa Lavisa,Zolisa Lavisa
he139ujya8x94i0,Zondeleni Patricia Mvelase,Zondeleni Patricia Mvelase
o1es53vni7m2417,Zorro Phillip Molato Boshielo,Zorro Phillip Molato Boshielo
fdf3besf6pfsgua,Zimasa Monica Fipaza,Zimasa Monica Fipaza
lowzj534sg12n0u,Zimiphi Happiness Biyela,Zimiphi Happiness Biyela
jn3yf7qc8biaxwt,Zingisa Sebastian Ntshebe,Zingisa Sebastian Ntshebe
k48hrsopdi3hqwi,Zitha Piet Buthelezi,Zitha Piet Buthelezi
ohth6a9lafegho6,Ziyanda Nxana,Ziyanda Nxana
gep5k2rdo2l9mef,Zanele Maria Ludidi,Zanele Maria Ludidi
h09m2azdbvamn7d,Zondle Msobomvu,Zondle Msobomvu
o40ldq82m44f3jp,Zukiswa Constance Mhlwatika,Zukiswa Constance Mhlwatika
cdjkoyorjvqqds3,Zimkhitha Theodora Ndayi,Zimkhitha Theodora Ndayi
i002prvlfkg8jam,Ziyanda Karen Tutani,Ziyanda Karen Tutani
ce593ihpb5bdc85,Zodwa Manyathi,Zodwa Manyathi
jpqoo4m43nhm3gp,Zola Mbotyana,Zola Mbotyana
mf4q2i36nhhwtj5,Zola Sonjani,Zola Sonjani
nbr8da9qzsa34bk,Zolile Mbete,Zolile Mbete
oq4adhbht20848u,Zweledinga Pallo Jordan,Zweledinga Pallo Jordan
i2tbcblalsjtknt,Zukisa Cheryl Faku,Zukisa Cheryl Faku
zgntxi84orggbey,Zingisa Gobeni-Sijila,Zingisa Gobeni-Sijila
mfsyk2k1h60qe3w,Zintombi Precious Sododile,Zintombi Precious Sododile
e9e9twdrcc4lur9,Zithulele Herold Tyatya,Zithulele Herold Tyatya
c21vc48jrraxby5,Z L Madasa,Z L Madasa
beckvaly40jttx3,Zodwa Lydia Mafanga,Zodwa Lydia Mafanga
gine6r7ws942ew8,Zola Khuboni,Zola Khuboni
ixmk2i4rqel2042,Zolani Patric Mbovu,Zolani Patric Mbovu
k3a7t0zfsztrlfa,Zolile Lutolo,Zolile Lutolo
c3a249eof6x808b,Zolile Joseph Somaza,Zolile Joseph Somaza
f44kjqyhv1cu5ea,Zukani Tyali,Zukani Tyali
lhfv5wowdk53t4j,Zukisani Christopher Khota,Zukisani Christopher Khota
moxppmxd0prf2jj,Sifled Trading Enterprise,SIFLED TRADING ENTERPRISE
nfb5a2lsf4ddh0a,Amakhono Leadership,AMAKHONO LEADERSHIP DEVELOPMENT INSTITUTE
iwdgc48m92v6ppj,Agnes Christin Mashishi,Agnes Christin Mashishi
nv7lqqr7sc5nlk8,Alina Mfulo,Alina Mfulo
hc4a8d0srm8knj6,Zondi Silence Makhubele,Zondi Silence Makhubele
ge157lasy6o8c6s,Zoyisile William Nelani,Zoyisile William Nelani
b9rgf02tm2ldhw6,Zukile Patrick Sinama,Zukile Patrick Sinama
bqykd9h4tcngu4w,Zwelithini Simon Mchunu,Zwelithini Simon Mchunu
okdrfrg7esklogc,Mmaphenyo,Mmaphenyo
oerkvsucyxiz8dq,Blaq Sum Entertainment CC,Blaq Sum Entertainment CC
fo9g6xbf3n19uxm,Whitewater Resources,White Water Resources Ltd.
cchesodv3qixuxy,Zukisani Ngolomane,Zukisani Ngolomane
e1hslvy8hchw8b9,Zukiswa Ntsebezo,Zukiswa Ntsebezo
g6gyo0sci8pmr8a,Spot on Fotoshop,Spot on Fotoshop
n7hab85q7ljn582,Reagetswe Trading 163,Reagetswe Trading 163
cf6zozao88jey0d,Dithaba Project Management,DITHABA PROJECT MANAGEMENT
u32653cf2vx32me,Archibold Mzuvukile Figlan,Archibold Mzuvukile Figlan
odojap1gqe7mggq,Amazizi Light Engineering,AMAZIZI LIGHT ENGINEERING
pa93rjrluso04wc,Green Willows Properties 57 (Pty) Ltd,Green Willows properties 57 (Pty) Ltd
ei83yecfvfmsiot,Africa ... Aurthority (Edms) Bpk,Africa ... Aurthority (Edms) Bpk
ow1haifwc5sta2a,Touchdown Express Travel CC,TOUCHDOWN EXPRESS TRAVEL
n5foamu7cjao5a6,SARA,SARA
ocuegqjfjffp1a6,Eden Of Africa Farming,Eden Of Africa Farming
kmfub7172j5jmqq,Iboyile,Iboyile
jh3jnjzbrb7rhc3,Push Ahead 9 (Pty) Ltd [In process of resigning],Push Ahead 9 (Pty) Ltd
m4lbra6qn544ttq,Nwammusengi Social Consultance  CC [Dormant],Nwammusengi Social Consultance CC
d5orhuges2rzi58,Touchdown Express Travel,TOUCHDOWN EXPRESS TRAVEL
by5yyj2k2bgdjlj,Zukiswa Jannett Tshotyana,Zukiswa Jannett Tshotyana
1sxfy2zamu0f2g1,Zwelethu Freedom Mbambo,Zwelethu Freedom Mbambo
hpbywrxvrlfewmx,Zwelijikile Tukayi,Zwelijikile Tukayi
dzt8k00xdf3s0ak,Mahloko Teffo Alfred,Mahloko Teffo Alfred
iakqnqy5c7vqzw3,Albert Theo Fritz,Albert Theo Fritz
bwtgzbw5xfnxj3t,WOE Construction,WOE Construction
lb8r7zigp6u5ro0,Phatsimang Security,Phatsimang Security
e54dzj8cim7638i,Neza Recycling Services,Neza Recycling Services
0ooein7thmkophc,Franschoek Jeugontwikkelings Trust,Franschoek Jeug Ontwikkelings Trust
oj6tgc12eiixdi4,Lake Garriep Development Foundation,Lake Garrep Development Foundation
hulssmlu0cws81u,Blink and You are Dead Productions CC,Blink and You are Dead Productions CC
o8tuu57odvqek8c,Blaq Sum Intertainment CC,Blaq Sum Entertainment CC
jy58jqgby0a6i0r,Digistar Consellation Electronics (Edms) Bpk,Digistar Constellation Electronics (Pty) Ltd
lli5u3k82bh4q8r,Mgubho,Mgubho
gsej5ren5apv12h,Zukiswa Nancy Paka,Zukiswa Nancy Paka
faz3o8830vh40q6,Zuko Dlingca,Zuko Dlingca
bc1785tr3ugakvv,Zwelibanzi Charles Khumalo,Zwelibanzi Charles Khumalo
cra22zar04dvv4q,Zwelinjani Henry Magubane,Zwelinjani Henry Magubane
idzqkj6kb1vwjzh,Development Institute,Development Institute
mlqd7nwrgqx6t4z,Franschoek Jeug Ontwikkelings Trust,Franschoek Jeug Ontwikkelings Trust
bqlbev1eu30b1fd,Centre For Extended Learning,Centre for Extended Learning (Pty) Ltd
5w5x9ypanfnap6h,Zuzeka Mgadeni,Zuzeka Mgadeni
m444omnqimo6bcp,Zwelihle William Ngcobo,Zwelihle William Ngcobo
mgyn47hkqqp4aur,Sifled Trading,SIFLED TRADING ENTERPRISE
koww8p6fc3l869f,Ngwana Me Yanga,Ngwana Me Yanga
e16ftiw37o7146v,Eduwise Volunteers CC [Dormant],Eduwise Volunteers CC
dmpnkzur3597kal,Diamond Ronett Promotions,Diamond Ronett Promotions
bw6xf6ztfu3nspy,WOE [50%] Construction,WOE Construction
kmknycgn7f22f27,SCIP Engineering,SCIP Engineering
d4hovgp6avxtb9z,Rich Rewards Trading 113 (Pty) Ltd  Property,Rich Rewards Trading 113 (Pty) Ltd Property
osf7gkowf7rj7e8,André Hurtley Gaum,André Hurtley Gaum
kkx1a792tqnxi3g,JTC Capital (Pty) Ltd,JTC Capital (Pty) Ltd
fdk26ft5gkrpi0i,Evening Shade Properties (Pty) ltd,Evening Shade Properties (Pty) Ltd
hsldqxdbnbu5b52,Zukiswa Thunzi,Zukiswa Thunzi
j03hu7dhd86qan9,Zwelenkosi Ngidi,Zwelenkosi Ngidi
oasxh3s6vfprbf5,Kgokagamo Trading,Kgokagamo Trading
f035da2z2txmcod,Kgokagano Trading,KGOKAGANO TRADING
exblt3qqxmhhztx,Director - Section 21 Company,Director - Section 21 Company
hnrxjf7urvgjhee,Alas (Pty) Ltd,Alas (Pty) Ltd
jaz4klpph33hwwd,Bubble Fair Investments (Edms) Bpk,Bubble Fair Investments (Edms) Bpk
bqhux8z12l9jxdd,"Associates, Western Cape","Associates, Western Cape"
hys45p14sajflw1,A Louw,A Louw
o56ris77bcglg2f,Caab Investments (Pty) Ltd,Caab Investments (Pty) Ltd
hqa1nkjhreevm1m,Inkwenkwezi Gold,Inkwenkwezi Gold
dshce3kk2uhobuw,Xpanse Investment [Trading as Olyfunt Investment],Xpanse Investment
d2zgkwl3vqm7tsg,Rebanwe,REbanwe
mxwfdijhjqvgg66,Bohlale Motor Group Holdings,Bohlale Motor Group Holdings
dbbnrtplsu5p2v4,Fineos South Africa,Fineos South Africa (Pty) Ltd
gpxzntebv7hrywm,Aldomode Investment (Pty) Ltd [In process of resigning],Aldomode Investments (Pty) Ltd
mzdq6f52p8d186z,Rosschef Africa (Pty) Ltd,Rosschef Africa (Pty) Ltd
nlifzk07u5llv8l,Zulu Job Sizwe Ndaba,Zulu Job Sizwe Ndaba
hgbwsu932ft0aj2,Zwelibanzi Mazizi,Zwelibanzi Mazizi
bh5362yrkp25s4u,Zwelithini Jeffrey Ndlovu,Zwelithini Jeffrey Ndlovu
e2fho6q6koyn8iv,Ngwana Me Yanga [Director],Ngwana Me Yanga
cg341dt2xirqzmz,Mashishi A Christan,Mashishi A Christan
mvtye24jo92ml7r,Teemaneng Agri Mining,Teemaneng Agri Mining
j68wk4icadbaidt,Powerlion Distributors CC,Power Lion Distributors CC
wfjrdqpbp3zlw4u,Medu Investments,Medu Investments
kqq9dbeophi2xu3,Xpanse Investment,Xpanse Investment
eaokjrpiskiv09d,Centre for Extended Learning,Centre for Extended Learning (Pty) Ltd
jgn7ksklnn1cxcu,Mgubho [Board Member],Mgubho
kefshtqqiha9ka4,Andries Carl Nel,Andries Carl Nel
k4hzwev02xchfoz,Masiqhame Trading 740,Masiqhame Trading 740
ixh2zi20azifsk9,Thandine Mfulo Trading,Thandine Mfulo Trading
fgairi0jsgv5a8y,Alpheus Mokabhe Maziya,Alpheus Mokabhe Maziya
hb99csu93qdix7b,Rich Rewards Trading 113 (Pty) Ltd,Rich Rewards Trading 113 (Pty) Ltd
m16ntf93c8yj9yy,REbanwe,REbanwe
ee1ki6dkzo9ki6n,Stellemploy,STELLEMPLOY
iwx1lujyf675o5u,Moshito Investments,Moshito Investments
ob6t93zlnzv03ed,Annette Steyn,Annette Steyn
ms3cfjagbfjjb7x,Evening Shade Properties (Pty) Ltd,Evening Shade Properties (Pty) Ltd
kreldo2tfvs0fzw,Whiphold,Whiphold
z7y6h3djhs7vd6l,Basadi Ke Maatla Construction and General Projects,BASADI KE MAATLA CONSTRUCTION AND GENERAL PROJECTS
txdzvggwiyejllk,Sifled,Sifled
ogn5cb9o8eeni0h,Alfred Mkhipheni Mpontshane,Alfred Mkhipheni Mpontshane
ci3jxfg8bq1qgt2,Scip Developments,SCIP DEVELOPMENTS
ojh69m36k6z9p24,KPA Call Centre,KPA Call Centre
mfs7gpeclpj7mjn,Power Lion Distributors CC,Power Lion Distributors CC
gj9f6sfxb3nl0nu,Rebangwe,Rebangwe
iu7v75qhhuc62og,Alberlito Hospital Properties [NE Director],ALBERLITO HOSPITAL PROPERTIES
fb9zowr3iq0uvy6,Scip Engineering,SCIP Engineering
fycai2xy846jzk4,A N Luthuli,A N Luthuli
h31eo5tweqbpnqo,Anton De Waal Alberts,Anton De Waal Alberts
jyzp06ou53ggknr,A Mda,A Mda
bi7boms3at8xn2u,Green Willows properties 57 (Pty) Ltd,Green Willows properties 57 (Pty) Ltd
ohwhvxxcvb18jpb,City Square Trading 977,CITY SQUARE TRADING 977
nks61vxpppilypy,Andricus Pieter Van der Westhuizen,Andricus Pieter Van der Westhuizen
ffcpdg7sha6qrsb,City Square Trading,City Square Trading
b5nzjhtgd0cl0m5,Phoebus Apollo,Phoebus Apollo
hk52227xfh65y73,Andrew Mlangeni,Andrew Mlangeni
kf70xyqllxstkr7,Centre for Extended Learning (Pty) Ltd,Centre for Extended Learning (Pty) Ltd
e52cao4z465a9x7,Cyberlaw Solutions CC,Cyberlaw Solutions CC
m2a3uklr40h6u2x,Stellemploy (Pty) Ltd,Stellemploy (Pty) Ltd
nadnxraej6gb0el,Luthuli Pegasus (Pty) Ltd [Chairperson],Luthuli Pegasus (Pty) Ltd
ezda4wi9joezthj,ABVP Ingelyf,ABVP Ingelyf
cfoht34m4zdywfg,FPS Property Solutions (Edms) Bpk,FPS Property Solutions (Edms) Bpk
nfzlhyy82x1nz85,Fineos SA,Fineos SA
bvvbj3898r90gry,Bubble Fair Investments,Bubble Fair Investments (Edms) Bpk
kh2ryqelp9itv6u,Ibuyile,Ibuyile
mq2y8ljacq5bnh5,Eden of Africa Farming,Eden Of Africa Farming
lwa0927ph6lmx85,Riyaphanda Youth Dev.,Riyaphanda Youth Dev.
hg3mdpoko9uxrrs,Machoroane Trading,Machoroane Trading
n29c72ln5aliz3e,Trustee of Amandla Aids Fund [Non profit],Trustee of Amandla Aids Fund
fce0thv4wmm6wf0,UNIGAS [Director],UNIGAS
oth4y53z9k5csf7,EMP Holdings,EMP HOLDINGS
j4hquzind3z4y0a,Fast Track,Fast Track
crtos1phjp61wiz,Bloomberg/Holomisa Orthopeadic Solutions,Bloomberg/Holomisa Orthopeadic Solutions
e779bwx8ldhdr4k,ANCIC Heavy Engineering Co. [Director],ANCIC Heavy Engineering Co.
opw1mabo3o31tdl,Cybergroup of Companies (Edms) Bpk,Cybergroup of Companies (Edms) Bpk
kcfdhjmktntit08,Region Trails Investment 50,Region Trails Investment 50
n84jwpdusfobue1,Klaprops 219,Klaprops 219
eirfpn4aar3knd4,Bongile Investments 100,Bongile Investments 100
dlh1egmreg8so7k,UA Tshila Trading Project,UA Tshila Trading Project
h8ws1hzriqiw323,Uatshila Trading,Uatshila Trading
kfi3mdob3st34hd,Uatshile Trading,Uatshile Trading
kzsea4u4dka9tpf,Trustee of Ahmed Kathrada Foundatin [Non profit],Trustee of Ahmed Kathrada Foundatin
ly8t3vr5fi5z0g1,Director: Amalgum Investment,Amalgum Investment
t2fmoq1retnmx9x,Executive Director],Executive Director]
c1f9rp7f417eho4,Lake Garrep Development Foundation,Lake Garrep Development Foundation
k0af7svxywrt4mg,Lake Gariep Dev. Foundation,Lake Gariep Dev. Foundation
brvc471plxgtp2d,Ondernemings,Ondernemings
fdvsrr4z7vxc4tw,Director: Orthopaedics,Director: Orthopaedics
g081m6wbyqspwrz,Champions of enviroment foundation,Champions of Enviromental Foundation
odnjp4b9wfwrqsg,Riyaphanda Youth Development Forum,RIYAPHANDA YOUTH DEVELOPMENT FORUM
k2k72qt53nb40rl,SIRIUS/OPTICOM [Director],SIRIUS/OPTICOM
m5mw5yvq8on8tvf,Women in Energy (Pty) Ltd [In process of resigning],Women in Energy (Pty) Ltd
hgzzq2uajve91a2,Lions Head Transport,Lions Head Transport
m1j4nm2agsx8pmh,Masiqhame Trading 1345,Masiqhame Trading 1345
jghyzgtuolttqzd,Caversham Trsut 4 Artists,Caversham Trsut 4 Artists
ca77hstic4urxfv,African Institute of Mathematical Science [Board Member],African Institute for Mathematical Sciences [AIMS] Trust -
fsvxvhzva7xsgym,Eniogen Investment (Pty) Ltd,Eniogen Investment (Pty) Ltd
lhaxttghde5ipo6,Oppokholo Trading,Oppokholo Trading
dfiy9e4j5wrl3yn,Beryl Delores Ferguson,Beryl Delores Ferguson
hbq4n7zu80lfsqn,Ayanda Dlodlo,Ayanda Dlodlo
dpwvjgf7v2melye,ATV (Pty) Ltd,ATV (Pty) Ltd
2493sxo37ux3u90,Desert Star Trading 368,Desert Star Trading 368
j6zdpo9lo418ag3,Dotcom Trading 211,Dotcom Trading 211
uagof3clfzo2lqk,Nwamunyavu Trading,Nwamunya VU Trading
2tjijk2c7jgq9pu,Telfree Comms,Telfree Comms
oppwegvg0z9qoo4,Nyatendani Skills Development,Nyatendani Skills Development
cpttimao4vhnxvz,Mojomode (Pty) Ltd [In final process of resigning as Director]],Mojomode (Pty) Ltd
bfokc09z29rsdvx,Sirius/Opticom [SAS Communication],Sirius Opticom [SAS]
gbmtl7llmixobt8,Tel-Free [Beat The Clock],Tel-Free [Beat The Clock]
nlzdfkgojtdjq9y,Director : Amalgum Investment,Amalgum Investment
bqr7vapkjxts9tq,Africa Certificate Authority,AFRICA CERTIFICATE AUTHORITY
ds0ir5f5cenmkok,Associates,Associates
lreqsimvr3u6crv,Diphororo Construction,Diphororo Construction
k443emujzveytdk,Ilitha Investment Holdings,Ilitha Investment Holdings
hxbhmvmjb7odfhg,Centrosphere Trading 47,Centrosphere Trading 47
d3mw0ycjxk6fe6j,Earthlink Consulting,Earthlink Consulting
lalow3zner4jbpb,Aldomode Investments (Pty) Ltd,Aldomode Investments (Pty) Ltd
g1p1wj1e5q7mew8,Tmafm Investment,Tmafm Investment
g1xn74t2chwqs5d,Coalition Tracking 777,Coalition Tracking 777
ni4y3ljgvqslnz9,Specons Investment,Specons Investment
k5xxe18n8ydohow,Director: Bloomberg Links Property Holdings,Director: Bloomberg Links Property Holdings
b758xzxpxs4qhrc,Tel-Free Communications,Tel-Free Communications
bxny6mxovn1rww1,Director : UNIGAS,UNIGAS
mfwem7oy1eptla1,Foundation [Founder Member],Foundation
o93rkovs511ylxd,Wakazi Wazuri Investments,Wakazi Wazuri Investments
fvk0cqdhm1tjtxd,Safire Insurence - Director,Safire Insurence - Director
m6o8zb34uwtbavd,Eden Brick Yard,Eden Brick Yard
fv6tddo193qe5db,Sirius/Opticom [SAS],Sirius Opticom [SAS]
ig5q9r0wg6pcmgs,Benjamin Turok,Benjamin Turok
pdzz4sx2p6zq000,Bafumani Aaron Mnguni,Bafumani Aaron Mnguni
c3ktw58kyeo5pdz,Big Five Diamonds,Big Five Diamonds
e9d6gvz95p82m9t,Bhekizizwe Zeblon Zulu,Bhekizizwe Zeblon Zulu
obae0dwr4jy55m7,Aya Mavi Investments,Aya Mavi Investments
nqccobdssh1r8yp,Rosschef Africa (Pty) Ltd [In process of resigning],Rosschef Africa (Pty) Ltd
c0g6dnx543d79a9,Nestlife Assurance Corporation,Nestlife Assurance Corporation
kxuj1wu1pwdjzqi,Katlgao Real Estate,Katlgao Real Estate
ko7o4sqmplygcit,Abaphumeleli Trading-496,Abaphumeleli Trading-496
j2bwjskoq3jpr2o,Bonginkosi Emmanuel Nzimande,Bonginkosi Emmanuel Nzimande
nrh7e8afc1mgf8n,West Dunes Properties-264,West Dunes Properties 264
dxjx35y70en4c0s,Erf 22074 Sunset Beach CC,Erf 22074 Sunset Beach CC
nd4p7ct6h1g7g1i,Fineos South Africa (Pty) Ltd [In process of resigning],Fineos South Africa (Pty) Ltd
kolxdp1gyji155a,FFA Projects,FFA Projects
fri8ifgx0bjsxd9,Forum,Forum
fe0pek44msx4y8b,Rebatlile Trading,Rebatlile Trading
dntsdxrocuttvt2,Speconos Investment,Speconos Investment
h2hzv2kfzjcp845,B A Hogan,B A Hogan
curavyepfupwz8i,Director: Bloomberg/Holomisa Orthopaedic Solution,Director: Bloomberg/Holomisa Orthopaedic Solution
fcovomwre8die1y,Bamkhe Transport,Bamkhe Transport
lhry4ouyw042piu,Amalgum [Director],Amalgum
brwb4sqsbmz72gq,Director : Orthopeadics,Director : Orthopeadics
bas1lhdhhb9zqgz,Coalition Trading 777,Coalition Trading 777
k4n4944pd1vmvhs,Saintly and Spicy Trading 800,Saintly and Spicy Trading 800
oeyx958drfronz0,V Zulu Family Trust - Trustee,V Zulu Family Trust
kfcat91xo20vosj,Sandown Motor Holdings,SANDOWN MOTOR HOLDINGS
ketuls1fza31zed,Hondekloof Nickel,HONDEKLOOF NICKEL
flheoof1p0btt83,Kup-Eldos Arts,Kup-Eldos Arts
ept7x1ak31614tt,Top Root,Top Root
i0jmdbukfx0yjil,Lemmy's Liquor Store,Lemmy's Liquor Store
hm0ckkyzil99ncy,Azwihangwisi Faith Muthambi,Azwihangwisi Faith Muthambi
jr38r2tamcmv3sr,Tmafm Investments,TMAFM INVESTMENTS
dylsc4k4qfpr8ho,Broad Brush Investments 216,Broad Brush Investments 216
h4uo3euy9dl22b1,Nwamusengi Social Consultant,Nwammusengi Social Consultance CC
fpdpu7idbtjycl4,Nwamunya VU Trading,Nwamunya VU Trading
ecyqcxq7xh8t4b7,African Institute for Mathematical Sciences [AIMS] Trust - [Board Member],African Institute for Mathematical Sciences [AIMS] Trust -
nbd90rhu4tbugm9,UNIGA,UNIGA
mps72onlupqmgyv,Bloomberg Links Property Holdings,BLOOMBERG LINKS PROPERTY HOLDINGS
kxgdd7abneqgfv0,Gem Outsourcing [Dormant],Gem Outsourcing
fv0b6dyyh7erxkb,Mogem [Dormant],Mogem
mmcau79thzr663t,Marble Gold,Marble Gold
nniml2vyg8f2jer,Push Ahead 9 (Pty) Ltd,Push Ahead 9 (Pty) Ltd
ltueb8eqaeyts12,Nwamuntavu Trading,Nwamuntavu Trading
c5h0p49m3pe7p20,Baxozest (Pty) Ltd,Baxozest (Pty) Ltd
evn788k0ru4phh1,Director: Bloomberg Property Investments,Director: Bloomberg Property Investments
jdenm8hq9zl6h7c,Unigas [Director],UNIGAS
hdxs6jy5dwu7jga,Barbara Thomson,Barbara Thomson
nlesq5sy7gqtlyt,Partnership,Partnership
iu60axbx3k1b8ez,Baskhuwe Consultancy,Baskhuwe Consultancy
iyva8t9u9xs0xio,Smartchoice Trading 5,Smartchoice Trading 5
m2io99kr3bvbzjp,Silvertron 44CC,Silvertron 44CC
diib4elrmbf620r,Robben Island Museum [Councillor]  Museum - No remuneration,Robben Island Museum
fgb2yomt1c4xvub,Cavisham Artists Trust [Trustee],Cavisham Artists Trust
fz3rykdysxy9xc0,Hondekloof Nicket,HONDEKLOOF NICKEL
cb7tn5imx43pe88,DTP-Wise [Dormant],DTP-Wise
h69d4vqjn1xjsax,Samcord Property [Dormant],Samcord Property
m99h829fljn3aqs,Board Member,Board Member
fuwlwhqdmvy2t14,Prudential Inflation Plus Fund,Prudential Inflation Plus Fund
ccj2xyqbqfciwgz,ANICIC Engineering [Director],ANICIC ENGINEERING
n53s5dmdgeef0li,Champions of Enviromental Foundation,Champions of Enviromental Foundation
klw62a7019nzh02,Champions of Environment Foundation,Champions of Enviromental Foundation
j9hq5bqbnvj5fna,Specons Investments,Specons Investments
cqwft54ximxbvec,Seasons find 769,Seasons find 769
opuzdvggc28y9m4,Robben Island Museum [Councillor],Robben Island Museum
fi2tvjq6xv2a4lh,Sierra Resources,Sierra Resources
lezrx9bau9dc4qe,Institute for African Algernatives,Institute for African Alternatives
dsv7jtt8ai01dr8,Trust [Director],INVALID
lf1jfijsczhy4op,Hlumani,Hlumani
nxaff4ysask9njd,Appokholo Trading,Appokholo Trading
k6nh5fe4qw234wl,Chumile Agricultural Co-Op,Chumile Agricultural Co-Op
lir7i1gokrfxyuk,DMV (Pty) Ltd,DMV (Pty) Ltd
l3nyhec8lt6ntjp,Mats Math Investments [Incorporator],Mats Math Investments
ctevu49jqzht71d,Kwatshezi Lodge (Pty) Ltd [No longer a director],Kwatshezi Lodge (Pty) Ltd
dlywrx4h2pe1w5w,Bloomberg Links property Holdings  Property,BLOOMBERG LINKS PROPERTY HOLDINGS
oi05de9iepl9lns,Bloomberg Property Investments,BLOOMBERG PROPERTY INVESTMENTS
jygepsrgia7ymtx,Solutions,Solutions
mx7mgnlzf03nj34,Thari Ya Basadi,Thari Ya Basadi
l4gv6pj08wjyyr1,African Mirage women Trading Co.  Trading Private Co.,African Mirage women Trading Co. Trading Private Co.
fao1xlb6eysn5pw,Bongi Maria Ntuli,Bongi Maria Ntuli
f2cjep4425ehgsd,V Zulu Family Trust,V Zulu Family Trust
iqql7kp8z8ms90k,Bathabile Olive Dlamini,Bathabile Olive Dlamini
nence60en222v29,Gem oil [Dormant],Gem oil
cdqfmr6yenyzpnh,Geogem [Dormant],Geogem
