family_name,given_name,name,pa_url,summary,telephone_number,email,popit_id,source_url
Gaehler,Lennox Bogen,Lennox Bogen Gaehler,http://www.pa.org.za/person/lennox-bogen-gaehler/,"Lennox Bogen Gaehler's plenary attendance record for Feb-Apr [2013](/file_archive/Lennox-Bogen-Gaehler-Attendance-2013 ""Lennox Bogen Gaehler Attendance"")",,lgaehler@parliament.gov.za,za.org.pa.www/core_person/631,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/631
Ndude,Lennox Mpumelelo,Lennox Mpumelelo Ndude,http://www.pa.org.za/person/lennox-mpumelelo-ndude/,,,,za.org.pa.www/core_person/9061,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/9061
Mekgwe,Lentheng Helen,Lentheng Helen Mekgwe,http://www.pa.org.za/person/lentheng-helen-mekgwe/,,,,za.org.pa.www/core_person/4415,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/4415
Kleynhans,Leona Mary,Leona Mary Kleynhans,http://www.pa.org.za/person/leona-mary-kleynhans/,,,,za.org.pa.www/core_person/6447,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/6447
Basson,Leonard Jones,Leonard Jones Basson,http://www.pa.org.za/person/leonard-jones-basson/,,,,za.org.pa.www/core_person/6202,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/6202
Ramatlakane,Leonard,Leonard Ramatlakane,http://www.pa.org.za/person/leonard-ramatlakane/,"Mr Ramatlakane has served as a Member of the Executive Council of Transport and Public Works for the Western Cape Government (1994 – 1997); a Member of the Western Cape Provincial Legislature (1994 – 1998); ANC Chief Whip (1997 – 2001); Member of the Executive Council on Community Safety (2001 – 2008); and COPE Spokesperson for the Portfolio Committee Public Service and Administration (2009 – 2014). Mr Ramtlakane, although as of 2014 was a member of COPE, has appeared on the ANC list of national parliamentary candidates published in March 2014. (Source: whoswho.co.za)",,lenie12@gmail.com,za.org.pa.www/core_person/902,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/902
Meyers,Leon Benoit,Leon Benoit Meyers,http://www.pa.org.za/person/leon-benoit-meyers/,,,,za.org.pa.www/core_person/8488,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/8488
Gerber,Leon Daniël,Leon Daniël Gerber,http://www.pa.org.za/person/leon-dani%C3%ABl-gerber/,,,,za.org.pa.www/core_person/9383,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/9383
Bosman,Leon Henry Jacobus,Leon Henry Jacobus Bosman,http://www.pa.org.za/person/leon-henry-jacobus-bosman/,,,,za.org.pa.www/core_person/7321,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/7321
Ndlala,Leonora Lulama,Leonora Lulama Ndlala,http://www.pa.org.za/person/leonora-lulama-ndlala/,,,,za.org.pa.www/core_person/8361,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/8361
De Bruin,Leon Willem,Leon Willem De Bruin,http://www.pa.org.za/person/leon-willem-de-bruin/,,,,za.org.pa.www/core_person/9365,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/9365
Halnat,Lerato Chrestina,Lerato Chrestina Halnat,http://www.pa.org.za/person/lerato-chrestina-halnat/,,,,za.org.pa.www/core_person/5308,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/5308
Theko,Lerato Cynthia,Lerato Cynthia Theko,http://www.pa.org.za/person/lerato-cynthia-theko/,,,,za.org.pa.www/core_person/4213,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/4213
Ramafalo,Lerato Henry,Lerato Henry Ramafalo,http://www.pa.org.za/person/lerato-henry-ramafalo/,,,,za.org.pa.www/core_person/9496,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/9496
Makhale,Lerato,Lerato Makhale,http://www.pa.org.za/person/lerato-makhale/,,,,za.org.pa.www/core_person/6849,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/6849
,,Lerato Matsaba,http://www.pa.org.za/person/lerato-matsaba/,,0718915997,,za.org.pa.www/core_person/3776,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/3776
Hlabangane,Lerato Mmatiisetso,Lerato Mmatiisetso Hlabangane,http://www.pa.org.za/person/lerato-mmatiisetso-hlabangane/,,,,za.org.pa.www/core_person/4288,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/4288
Mashabela,Lerato Ngwanamokgoma,Lerato Ngwanamokgoma Mashabela,http://www.pa.org.za/person/lerato-ngwanamokgoma-mashabela/,,,,za.org.pa.www/core_person/8724,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/8724
Mahlakeng,Raphael Leroi,Raphael Leroi Mahlakeng,http://www.pa.org.za/person/leroi-mahlakeng/,,,crens@nwpl.org.za,za.org.pa.www/core_person/1424,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1424
Rampete,Lesabe Walter,Lesabe Walter Rampete,http://www.pa.org.za/person/lesabe-walter-rampete/,,,,za.org.pa.www/core_person/4652,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/4652
Mokoena,Lesapa Francina,Lesapa Francina Mokoena,http://www.pa.org.za/person/lesapa-francina-mokoena/,,,,za.org.pa.www/core_person/8953,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/8953
Mahlaba,Lesatja Richard,Lesatja Richard Mahlaba,http://www.pa.org.za/person/lesatja-richard-mahlaba/,,,,za.org.pa.www/core_person/8068,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/8068
Ndaba,Lesego Delicate,Lesego Delicate Ndaba,http://www.pa.org.za/person/lesego-delicate-ndaba/,,,,za.org.pa.www/core_person/5305,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/5305
Leseisane,Lesego Richard,Lesego Richard Leseisane,http://www.pa.org.za/person/lesego-richard-leseisane/,,,,za.org.pa.www/core_person/8899,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/8899
Maubane,Lesego Tabea,Lesego Tabea Maubane,http://www.pa.org.za/person/lesego-tabea-maubane/,,,,za.org.pa.www/core_person/5300,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/5300
Mngomezulu,Lesego Thandi,Lesego Thandi Mngomezulu,http://www.pa.org.za/person/lesego-thandi-mngomezulu/,,,,za.org.pa.www/core_person/6854,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/6854
Rakometsi,Lesenyeho Johannes,Lesenyeho Johannes Rakometsi,http://www.pa.org.za/person/lesenyeho-johannes-rakometsi/,,,,za.org.pa.www/core_person/4702,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/4702
Mokebe,Lesetja Isaac,Lesetja Isaac Mokebe,http://www.pa.org.za/person/lesetja-isaac-mokebe/,,,,za.org.pa.www/core_person/4866,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/4866
Molomo,Lesetja Lucas,Lesetja Lucas Molomo,http://www.pa.org.za/person/lesetja-lucas-molomo/,,,,za.org.pa.www/core_person/4673,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/4673
Koma,Lesetja Moses,Lesetja Moses Koma,http://www.pa.org.za/person/lesetja-moses-koma/,,,,za.org.pa.www/core_person/5437,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/5437
Moabi,Lesia Joseph,Lesia Joseph Moabi,http://www.pa.org.za/person/lesia-joseph-moabi/,,,,za.org.pa.www/core_person/4774,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/4774
Matsila,Lesiba Andrew,Lesiba Andrew Matsila,http://www.pa.org.za/person/lesiba-andrew-matsila/,,,,za.org.pa.www/core_person/7136,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/7136
Mabusela,Lesiba Calvin,Lesiba Calvin Mabusela,http://www.pa.org.za/person/lesiba-calvin-mabusela/,,,,za.org.pa.www/core_person/4548,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/4548
Meso,Lesiba Dorah,Lesiba Dorah Meso,http://www.pa.org.za/person/lesiba-dorah-meso/,,,,za.org.pa.www/core_person/4219,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/4219
Matlatle,Lesiba Florence,Lesiba Florence Matlatle,http://www.pa.org.za/person/lesiba-florence-matlatle/,,,,za.org.pa.www/core_person/5372,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/5372
Lekgoathi,Lesiba Johannes,Lesiba Johannes Lekgoathi,http://www.pa.org.za/person/lesiba-johannes-lekgoathi/,,,,za.org.pa.www/core_person/8103,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/8103
Mabitsela,Lesiba Johannes,Lesiba Johannes Mabitsela,http://www.pa.org.za/person/lesiba-johannes-mabitsela/,,,,za.org.pa.www/core_person/8297,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/8297
Kekana,Lesiba Lucas,Lesiba Lucas Kekana,http://www.pa.org.za/person/lesiba-lucas-kekana/,,,,za.org.pa.www/core_person/6979,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/6979
Leta,Lesibana Samuel,Lesibana Samuel Leta,http://www.pa.org.za/person/lesibana-samuel-leta/,,,,za.org.pa.www/core_person/7146,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/7146
Molomo,Lesiba Samuel,Lesiba Samuel Molomo,http://www.pa.org.za/person/lesiba-samuel-molomo/,,,,za.org.pa.www/core_person/4747,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/4747
Mothata,Lesiba Samuel,Lesiba Samuel Mothata,http://www.pa.org.za/person/lesiba-samuel-mothata/,,,,za.org.pa.www/core_person/6975,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/6975
Leso,Lesiba Solomon,Lesiba Solomon Leso,http://www.pa.org.za/person/lesiba-solomon-leso/,,,,za.org.pa.www/core_person/3979,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/3979
Manamela,Lesiba Stephen,Lesiba Stephen Manamela,http://www.pa.org.za/person/lesiba-stephen-manamela/,,,,za.org.pa.www/core_person/6545,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/6545
Maponya,Lesiba William,Lesiba William Maponya,http://www.pa.org.za/person/lesiba-william-maponya/,,,,za.org.pa.www/core_person/7580,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/7580
,,Les Labuschagne,http://www.pa.org.za/person/les-labuschagne/,,011- 498 5616,llabuschagne@gpl.gov.za,za.org.pa.www/core_person/1429,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1429
Coetzee,Lesley Anne,Lesley Anne Coetzee,http://www.pa.org.za/person/lesley-anne-coetzee/,,,,za.org.pa.www/core_person/3950,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/3950
Chiloane,Lesley Boitumelo,Lesley Boitumelo Chiloane,http://www.pa.org.za/person/lesley-boitumelo-chiloane/,,,,za.org.pa.www/core_person/6111,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/6111
Stoffberg,Leslie Cedric,Leslie Cedric Stoffberg,http://www.pa.org.za/person/leslie-cedric-stoffberg/,,,,za.org.pa.www/core_person/4072,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/4072
Reynolds,Leslie Michael,Leslie Michael Reynolds,http://www.pa.org.za/person/leslie-michael-reynolds/,,,,za.org.pa.www/core_person/6431,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/6431
Mahlatsi,Lesole Errol,Lesole Errol Mahlatsi,http://www.pa.org.za/person/lesole-errol-mahlatsi/,,,,za.org.pa.www/core_person/5927,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/5927
Cebekhulu,Lethiwe Win-Love,Lethiwe Win-Love Cebekhulu,http://www.pa.org.za/person/lethiwe-win-love-cebekhulu/,,,,za.org.pa.www/core_person/5125,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/5125
Khalienyane,Lethusang Matheu,Lethusang Matheu Khalienyane,http://www.pa.org.za/person/lethusang-matheu-khalienyane/,,,,za.org.pa.www/core_person/3914,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/3914
Ngwenya,Letia Manku,Letia Manku Ngwenya,http://www.pa.org.za/person/letia-manku-ngwenya/,,,,za.org.pa.www/core_person/6102,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/6102
Mphahlele,Letlapa Moroatshoge,Letlapa Moroatshoge Mphahlele,http://www.pa.org.za/person/letlapa-moroatshoge-mphahlele/,"Letlapa Moroatshoge Mphahlele's plenary attendance record for Feb-Apr [2013](/file_archive/Letlapa-Moroatshoge-Mphahlele-Attendance-2013 ""Letlapa Moroatshoge Mphahlele Attendance"") and [2012](/file_archive/Letlapa-Moroatshoge-Mphahlele-Attendance-2012 ""Letlapa Moroatshoge Mphahlele Attendance""). ",,lmphahlele@parliament.gov.za,za.org.pa.www/core_person/824,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/824
Diale,Letsau Nelson,Letsau Nelson Diale,http://www.pa.org.za/person/letsau-nelson-diale/,"Letsau Nelson Diale's plenary attendance record for Feb-Apr [2013](/file_archive/letsau-nelson-diale-attendance-2013 ""letsau nelson diale attendance"") and [2012](/file_archive/letsau-nelson-diale-attendance-2012 ""letsau nelson diale attendance"").

Mr Diale joined the ANC in 1956 and has been a Member of Parliament since the first democratic election in 1994. Mr Diale has completed a Junior Certificate. Since his entry into South African politics he has been a member in various political formations, including the South African Congress of Trade Unions. He has performed duties in the Advice Centre in the ANC Jane Furse Branch and has served as a Regional Executive Committee member. He is currently serving on the Parliamentary Committees on Correctional Services, Defence and Military Veterans, and Safety and Security respectively. Mr Diale’s policy interests include control of the economy by the working class and poverty eradication. ",,ldiale@parliament.gov.za,za.org.pa.www/core_person/596,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/596
Moloi,Letshwiti Abram,Letshwiti Abram Moloi,http://www.pa.org.za/person/letshwiti-abram-moloi/,,,,za.org.pa.www/core_person/6624,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/6624
Maseko,Letta Matlhodi,Letta Matlhodi Maseko,http://www.pa.org.za/person/letta-matlhodi-maseko/,,,,za.org.pa.www/core_person/6665,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/6665
,,Letta Tshotsi,http://www.pa.org.za/person/letta-tshotsi/,,073 649 3025,,za.org.pa.www/core_person/3611,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/3611
Tsagae,Letty Baikalani,Letty Baikalani Tsagae,http://www.pa.org.za/person/letty-baikalani-tsagae/,,,,za.org.pa.www/core_person/8810,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/8810
Motsoane,Letuka Alfred,Letuka Alfred Motsoane,http://www.pa.org.za/person/letuka-alfred-motsoane/,,,,za.org.pa.www/core_person/9055,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/9055
Mokgoatjana,Letuku William,Letuku William Mokgoatjana,http://www.pa.org.za/person/letuku-william-mokgoatjana/,,,,za.org.pa.www/core_person/8022,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/8022
,,Letwaba Refiloe,http://www.pa.org.za/person/letwaba-refiloe/,,,rletwaba@gpl.gov.za,za.org.pa.www/core_person/1430,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1430
Modisenyane,Lewele John,Lewele John Modisenyane,http://www.pa.org.za/person/lewele-john-modisenyane/,,,,za.org.pa.www/core_person/6811,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/6811
Nzimande,Lewis Paul Musawenkosi,Lewis Paul Musawenkosi Nzimande,http://www.pa.org.za/person/lewis-paul-musawenkosi-nzimande/,,,lnzimande@parliament.gov.za,za.org.pa.www/core_person/1061,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1061
Mbanjwa,Leynnick,Leynnick Mbanjwa,http://www.pa.org.za/person/leynnick-mbanjwa/,,,,za.org.pa.www/core_person/7695,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/7695
De Jongh,Lezall Elizabeth,Lezall Elizabeth De Jongh,http://www.pa.org.za/person/lezall-elizabeth-de-jongh/,,,,za.org.pa.www/core_person/8851,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/8851
Shabalala,Lizzie Fikelephi,Lizzie Fikelephi Shabalala,http://www.pa.org.za/person/lf-shabalala/,,,,za.org.pa.www/core_person/1898,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1898
,,L. Govender,http://www.pa.org.za/person/l-govender/,,,govenderp@kznlegislature.gov.za,za.org.pa.www/core_person/1894,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1894
Malefane,Libuseng Adelice,Libuseng Adelice Malefane,http://www.pa.org.za/person/libuseng-adelice-malefane/,,,,za.org.pa.www/core_person/4006,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/4006
Nel,Lieb Swiegers,Lieb Swiegers Nel,http://www.pa.org.za/person/lieb-swiegers-nel/,,,,za.org.pa.www/core_person/4060,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/4060
Sharpley,Lievie Kean,Lievie Kean Sharpley,http://www.pa.org.za/person/lievie-kean-sharpley/,,,,za.org.pa.www/core_person/6041,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/6041
Fortuin,Liezel,Liezel Fortuin,http://www.pa.org.za/person/liezel-fortuin/,,,,za.org.pa.www/core_person/8852,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/8852
van der Merwe,Liezl Linda,Liezl Linda van der Merwe,http://www.pa.org.za/person/liezl-linda-van-der-merwe/,,(021) 403 2911,,za.org.pa.www/core_person/1016,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1016
Sekome,Lifred Botenyana,Lifred Botenyana Sekome,http://www.pa.org.za/person/lifred-botenyana-sekome/,,,,za.org.pa.www/core_person/5833,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/5833
Mbebe,Liliswa,Liliswa Mbebe,http://www.pa.org.za/person/liliswa-mbebe/,,,,za.org.pa.www/core_person/5034,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/5034
Malebe,Lillian Chabie,Lillian Chabie Malebe,http://www.pa.org.za/person/lillian-chabie-malebe/,,,,za.org.pa.www/core_person/5825,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/5825
Seipelo,Lillian Linkie,Lillian Linkie Seipelo,http://www.pa.org.za/person/lillian-linkie-seipelo/,,,,za.org.pa.www/core_person/5470,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/5470
Dipico,Lilly-Girl Ntombizima Goodness,Lilly-Girl Ntombizima Goodness Dipico,http://www.pa.org.za/person/lilly-girl-ntombizima-goodness-dipico/,,,,za.org.pa.www/core_person/7651,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/7651
Mokholoane,Lily William,Lily William Mokholoane,http://www.pa.org.za/person/lily-william-mokholoane/,,,,za.org.pa.www/core_person/5374,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/5374
Mahasa,Limakatso Patricia,Limakatso Patricia Mahasa,http://www.pa.org.za/person/limakatso-patricia-mahasa/,,,,za.org.pa.www/core_person/4402,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/4402
Magau,Lina Dipuo,Lina Dipuo Magau,http://www.pa.org.za/person/lina-dipuo-magau/,,,,za.org.pa.www/core_person/8831,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/8831
Naline,Linah Bonang,Linah Bonang Naline,http://www.pa.org.za/person/linah-bonang-naline/,,,,za.org.pa.www/core_person/5941,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/5941
Mailula,Lina Mmabore,Lina Mmabore Mailula,http://www.pa.org.za/person/lina-mmabore-mailula/,,,,za.org.pa.www/core_person/4659,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/4659
De Bruyn,Lincoln Milton,Lincoln Milton De Bruyn,http://www.pa.org.za/person/lincoln-milton-de-bruyn/,,,,za.org.pa.www/core_person/6306,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/6306
Madondile,Linda,Linda Madondile,http://www.pa.org.za/person/linda-madondile/,,,,za.org.pa.www/core_person/6752,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/6752
Mankqoyi,Linda,Linda Mankqoyi,http://www.pa.org.za/person/linda-mankqoyi/,,,,za.org.pa.www/core_person/8156,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/8156
Yates,Linda Meridy,Linda Meridy Yates,http://www.pa.org.za/person/linda-meridy-yates/,,,,za.org.pa.www/core_person/3882,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/3882
Mlomo,Linda,Linda Mlomo,http://www.pa.org.za/person/linda-mlomo/,,,,za.org.pa.www/core_person/6003,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/6003
Ndoko,Linda,Linda Ndoko,http://www.pa.org.za/person/linda-ndoko/,,,,za.org.pa.www/core_person/4267,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/4267
Moss,Linda Nellie,Linda Nellie Moss,http://www.pa.org.za/person/linda-nellie-moss/,"Linda Nellie Moss' plenary attendance record for Feb-Apr [2013](/file_archive/Linda-Nellie-Moss-Attendance-2013 ""Linda Nellie Moss Attendance"") and [2012](/file_archive/Linda-Nellie-Moss-Attendance-2012 ""Linda Nellie Moss Attendance"").",,lmoss@parliament.gov.za,za.org.pa.www/core_person/815,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/815
Mncwango,Lindani Agness,Lindani Agness Mncwango,http://www.pa.org.za/person/lindani-agness-mncwango/,,,,za.org.pa.www/core_person/7462,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/7462
Magwaza,Lindani Calalakhe,Lindani Calalakhe Magwaza,http://www.pa.org.za/person/lindani-calalakhe-magwaza/,,,,za.org.pa.www/core_person/7626,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/7626
Silangwe,Lindekile,Lindekile Silangwe,http://www.pa.org.za/person/lindekile-silangwe/,,,,za.org.pa.www/core_person/9060,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/9060
Xhanti,Lindelani,Lindelani Xhanti,http://www.pa.org.za/person/lindelani-xhanti/,,,,za.org.pa.www/core_person/9144,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/9144
Dyan,Lindela Vika,Lindela Vika Dyan,http://www.pa.org.za/person/lindela-vika-dyan/,,,,za.org.pa.www/core_person/6050,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/6050
Lujabe,Lindelwa Linda,Lindelwa Linda Lujabe,http://www.pa.org.za/person/lindelwa-linda-lujabe/,,,,za.org.pa.www/core_person/7569,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/7569
Kabine,Lindi Johannah,Lindi Johannah Kabine,http://www.pa.org.za/person/lindi-johannah-kabine/,,,,za.org.pa.www/core_person/8322,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/8322
Poswa,Lindinkosi Victor,Lindinkosi Victor Poswa,http://www.pa.org.za/person/lindinkosi-victor-poswa/,,,,za.org.pa.www/core_person/5754,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/5754
Kwinana,Lindiwe Adelaide,Lindiwe Adelaide Kwinana,http://www.pa.org.za/person/lindiwe-adelaide-kwinana/,,,,za.org.pa.www/core_person/6116,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/6116
Mazibuko,Lindiwe Desiré,Lindiwe Desire Mazibuko,http://www.pa.org.za/person/lindiwe-desire-mazibuko/,"Lindiwe Mazibuko's plenary attendance record for Feb-Apr [2013](/file_archive/Lindiwe-Mazibuko-Attendance-2013 ""Lindiwe Mazibuko"") and [2012](/file_archive/Lindiwe-Mazibuko-Attendance-2012 ""Lindiwe Mazibuko"")",021 403 8731,lindiwem@da.org.za,za.org.pa.www/core_person/768,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/768
Liwani,Lindiwe Doris,Lindiwe Doris Liwani,http://www.pa.org.za/person/lindiwe-doris-liwani/,,,,za.org.pa.www/core_person/8457,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/8457
Mavundla,Lindiwe Hedwick,Lindiwe Hedwick Mavundla,http://www.pa.org.za/person/lindiwe-hedwick-mavundla/,,,,za.org.pa.www/core_person/7562,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/7562
Msibi,Lindiwe Lectricia,Lindiwe Lectricia Msibi,http://www.pa.org.za/person/lindiwe-lectricia-msibi/,,,,za.org.pa.www/core_person/5106,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/5106
Putu,Lindiwe Leonora,Lindiwe Leonora Putu,http://www.pa.org.za/person/lindiwe-leonora-putu/,,,,za.org.pa.www/core_person/7523,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/7523
Masenye,Lindiwe,Lindiwe Masenye,http://www.pa.org.za/person/lindiwe-masenye/,,,,za.org.pa.www/core_person/7739,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/7739
Ngwenya,Lindiwe Merica,Lindiwe Merica Ngwenya,http://www.pa.org.za/person/lindiwe-merica-ngwenya/,,,,za.org.pa.www/core_person/4869,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/4869
Mncwabe,Lindiwe,Lindiwe Mncwabe,http://www.pa.org.za/person/lindiwe-mncwabe/,,,,za.org.pa.www/core_person/7903,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/7903
,,Lindiwe Mzele,http://www.pa.org.za/person/lindiwe-mzele/,,0731703811,,za.org.pa.www/core_person/3798,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/3798
